gid,pid,detail,no_play,off,def,type,psr,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,back,hash,mot,box,pap,trick,qbp,qbhi,qbhu,qbru,sneak,scrm,htm,pru,blz,oop,oopd,cov_type,cnb,cball,qbta,high,crr,intw,drp,avsk,fread,scre,mbt,ttp,qbsk,ttpr,dot,yac,yaco,sep,qb_pos,inc_type,rte,read,concept,rmod,pres1_type,pres1_def,pres1_off,pres2_type,pres2_def,pres2_off,pres3_type,pres3_def,pres3_off,mt1_def,mt1_type,mt1_cause,mt2_def,mt2_type,mt2_cause,mt3_def,mt3_type,mt3_cause,pri_def,sec_def,shell,rpo,trg_sep,bb_off1,bb_def1,bb_off2,bb_def2,bb_off3,bb_def3,stunt,db_count,pru_show,blz1,blz2,blz3,blz4,pshell,bc_read
7019,1153342,8-A.Borregales kicks 63 yards from NE 35 to SEA 2. 22-R.Shaheed to SEA 24 for 22 yards (48-N.Obiazor).,FALSE,SEA,NE,KOFF,,,,1,NE 35,0,0,65,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153343,(14:55) 8-J.Price right tackle to SEA 37 for 13 yards (31-K.Byard; 91-E.Ponder).,FALSE,SEA,NE,RUSH,,,00-0041512,1,SEA 24,1,10,24,2,13,1,1,0,0,0,0,2,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,5,,U,,,,Outside Zone,,,,,,,,,,,00-0040716,2ND,PW,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Cutback
7019,1153344,(14:17) 14-S.Darnold pass short middle to 11-J.Smith-Njigba to 50 for 13 yards (14-R.Spillane).,FALSE,SEA,NE,PASS,00-0034869,00-0038543,,1,SEA 37,1,10,37,2,13,1,1,0,0,1,0,1,L,1,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,1,0,0,2.5,0,NA,11,2,3,CLS,U,,5 - In/Dig,1,,,,,,,,,,,,,,,,,,,,,00-0034720,,4,0,2,,,,,,,0,5,4,,,,,Closed,
7019,1153345,"(13:32) PENALTY on SEA-81-E.Saubert, False Start, 5 yards, enforced at 50 - No Play.",TRUE,SEA,NE,NOPL,,,,1,MID 50,1,10,50,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153346,(13:09) (Shotgun) 36-G.Holani up the middle to NE 46 for 9 yards (94-C.Durden; 14-R.Spillane).,FALSE,SEA,NE,RUSH,,,00-0039299,1,SEA 45,1,15,45,3,9,1,0,1,0,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,S,,,,Draw,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153347,(12:30) (Shotgun) 14-S.Darnold pass incomplete short right to 22-R.Shaheed.,FALSE,SEA,NE,PASS,00-0034869,00-0037545,,1,NE 46,2,6,54,3,0,0,0,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,1,0,0,1.7,0,NA,4,NA,NA,TCV,S,IAT,3 - Hitch/Curl,1,,,,,,,,,,,,,,,,,,,,,00-0034778,,2,0,0,,,,,,,0,5,4,,,,,Open,
7019,1153348,(12:27) (Shotgun) 14-S.Darnold sacked at SEA 49 for -5 yards (5-D.Jones). SEA-14-S.Darnold was injured during the play.,FALSE,SEA,NE,PASS,00-0034869,,,1,NE 46,3,6,54,3,-5,0,0,1,0,0,0,1,L,1,6,0,0,1,1,0,0,0,0,0,6,2,1,P,,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.2,NA,NA,NA,,S,,,,,,P,00-0035678,00-0037812,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,5,6,00-0034720,00-0036813,,,Closed,
7019,1153349,"(11:49) 4-M.Dickson punts 43 yards to NE 8, Center-41-C.Stoll, fair catch by 25-M.Jones.",FALSE,SEA,NE,PUNT,,,,1,SEA 49,4,11,49,3,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153350,(11:42) 38-R.Stevenson up the middle to NE 11 for 3 yards (0-D.Lawrence; 32-D.Thomas).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 8,1,10,8,1,3,0,0,0,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7019,1153351,(11:07) 10-D.Maye scrambles up the middle to NE 21 for 10 yards (13-E.Jones; 21-D.Witherspoon).,FALSE,NE,SEA,RUSH,,,00-0039851,1,NE 11,2,7,11,1,10,1,1,0,0,0,0,1,R,1,6,1,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,U,,,SD,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,0,5,4,,,,,Open,
7019,1153352,(10:26) (Shotgun) 38-R.Stevenson left end pushed ob at NE 23 for 2 yards (20-J.Love).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 21,1,10,21,2,2,0,0,1,0,0,0,2,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,S,,,,Inside Zone,Lead,,,,,,,,,,00-0037137,FLT,SA,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Bounce Out
7019,1153353,(9:53) 38-R.Stevenson up the middle to NE 26 for 3 yards (28-N.Pritchett).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 23,2,8,23,2,3,0,0,0,0,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153354,"(9:14) (Shotgun) 10-D.Maye scrambles right end pushed ob at NE 27 for 1 yard (91-B.Murphy). PENALTY on SEA-58-D.Hall, Unnecessary Roughness, 15 yards, enforced at NE 27.",FALSE,NE,SEA,RUSH,,,00-0039851,1,NE 26,3,5,26,2,1,1,1,1,0,0,0,2,L,1,6,0,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.9,NA,NA,NA,,S,,,SD,,,,,,,,,,,,,,,,,,,,,,,2M,0,,,,,,,,1,5,4,,,,,Open,
7019,1153355,(8:58) 38-R.Stevenson left end pushed ob at NE 48 for 6 yards (13-E.Jones).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 42,1,10,42,3,6,1,0,0,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Counter,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153356,(8:25) (Shotgun) 38-R.Stevenson left guard to NE 45 for -3 yards (7-U.Nwosu).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 48,2,4,48,3,-3,0,0,1,0,0,0,2,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,-1,,S,,,,Inside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Broken Play
7019,1153357,(7:41) (Shotgun) 10-D.Maye pass incomplete short right [21-D.Witherspoon].,FALSE,NE,SEA,PASS,00-0039851,,,1,NE 45,3,7,45,3,0,0,0,1,0,0,0,2,L,1,7,0,0,1,1,0,0,0,0,0,6,2,1,P,,0,0,1,0,0,0,0,0,0,0,0,2.8,0,1.6,15,NA,NA,,S,TA,,,,,U,00-0039169,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,0,5,7,00-0034974,00-0039169,,,Closed,
7019,1153358,"(7:35) 19-M.Wishnowsky punts 45 yards to SEA 10, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",FALSE,NE,SEA,PUNT,,,,1,NE 45,4,7,45,3,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153359,(7:29) (Shotgun) 36-G.Holani left guard to SEA 14 for 4 yards (25-M.Jones).,FALSE,SEA,NE,RUSH,,,00-0039299,1,SEA 10,1,10,10,1,4,0,0,1,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,S,,,,Outside Zone,Misdirection,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153360,(6:54) 8-J.Price left tackle to SEA 21 for 7 yards (4-C.Woodson).,FALSE,SEA,NE,RUSH,,,00-0041512,1,SEA 14,2,6,14,1,7,1,1,0,0,0,0,2,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,5,,U,,,,Outside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153361,(6:22) 2-D.Lock pass short right to 11-J.Smith-Njigba pushed ob at SEA 29 for 8 yards (14-R.Spillane).,FALSE,SEA,NE,PASS,00-0035704,00-0038543,,1,SEA 21,1,10,21,2,8,1,0,0,0,1,0,1,L,0,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,1,0,0,2.8,0,NA,4,4,0,OPN,U,,2 - Quick Out,1,,,,,,,,,,,,00-0039692,2ND,JK,,,,,,,00-0039692,,3,0,2,,,,,,,0,5,4,,,,,Closed,
7019,1153362,(6:02) (No Huddle) 8-J.Price right end to SEA 29 for no gain (7-C.Davis; 31-K.Byard). NE-7-C.Davis was injured during the play.,FALSE,SEA,NE,RUSH,,,00-0041512,1,SEA 29,2,2,29,2,0,0,0,0,1,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Bounce Out
7019,1153363,(5:19) (Shotgun) 36-G.Holani right guard to SEA 30 for 1 yard (14-R.Spillane).,FALSE,SEA,NE,RUSH,,,00-0039299,1,SEA 29,3,2,29,2,1,0,0,1,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,Inside Zone,Split,,,,,,,,,,00-0036813,LOS,PW,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153364,"(4:42) 4-M.Dickson punts 50 yards to NE 20, Center-41-C.Stoll, out of bounds.",FALSE,SEA,NE,PUNT,,,,1,SEA 30,4,1,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153365,(4:35) (Shotgun) 10-D.Maye pass short right to 13-M.Hollins to NE 29 for 9 yards (13-E.Jones).,FALSE,NE,SEA,PASS,00-0039851,00-0033555,,1,NE 20,1,10,20,2,9,1,0,1,0,1,0,1,L,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,3,0,NA,9,0,0,OPN,S,,5 - In/Dig,CHK,,,,,,,,,,,,,,,,,,,,,00-0036994,,2,0,1,,,,,,,0,5,4,,,,,Open,
7019,1153366,(4:00) 10-D.Maye up the middle to NE 32 for 3 yards (99-L.Williams).,FALSE,NE,SEA,RUSH,,,00-0039851,1,NE 29,2,1,29,2,3,0,1,0,0,0,0,1,R,0,7,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,QB Sneak,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7019,1153367,(3:24) (Shotgun) 10-D.Maye pass short left to 1-A.Brown pushed ob at NE 39 for 7 yards (28-N.Pritchett).,FALSE,NE,SEA,PASS,00-0039851,00-0035676,,1,NE 32,1,10,32,2,7,1,0,1,0,1,0,1,R,0,7,1,0,0,0,0,0,0,0,0,5,1,1,DR,,0,1,0,0,0,0,0,0,1,0,0,3.2,0,NA,0,7,0,OPN,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0039795,,2,0,5+,,,,,,,0,5,4,00-0034974,,,,Open,
7019,1153368,(2:48) 38-R.Stevenson right tackle to NE 41 for 2 yards (99-L.Williams).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 39,2,3,39,2,2,0,0,0,0,0,0,2,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,00-0031330,00-0031933,,,,,0,4,0,,,,,,Tar Ang/Gap
7019,1153369,(2:12) 38-R.Stevenson right guard to NE 40 for -1 yards (20-J.Love).,FALSE,NE,SEA,RUSH,,,00-0036875,1,NE 41,3,1,41,3,-1,0,0,0,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7019,1153370,"(1:28) 19-M.Wishnowsky punts 46 yards to SEA 14, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",FALSE,NE,SEA,PUNT,,,,1,NE 40,4,2,40,3,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153371,(1:22) 8-J.Price right end pushed ob at SEA 26 for 12 yards (0-C.Gonzalez). ** Injury Update: NE-7-C.Davis has returned to the game.,FALSE,SEA,NE,RUSH,,,00-0041512,1,SEA 14,1,10,14,1,12,1,1,0,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,S,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153372,(:49) 8-J.Price right end to SEA 28 for 2 yards (53-C.Elliss; 97-M.Williams).,FALSE,SEA,NE,RUSH,,,00-0041512,1,SEA 26,1,10,26,2,2,0,0,0,0,0,0,2,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Outside Zone,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153373,(:08) 23-E.Wilson left guard to SEA 31 for 3 yards (14-R.Spillane).,FALSE,SEA,NE,RUSH,,,00-0038797,1,SEA 28,2,8,28,2,3,0,0,0,0,0,0,2,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Cutback
7019,1153374,(15:00) (Shotgun) 2-D.Lock pass incomplete deep left to 10-C.Kupp (0-C.Gonzalez).,FALSE,SEA,NE,PASS,00-0035704,00-0033908,,2,SEA 31,3,5,31,2,0,0,0,1,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,5,1,0,,,0,0,0,0,0,1,0,0,1,0,0,2.4,0,NA,19,NA,NA,TCV,S,IAT,6 - Corner,1,,,,,,,,,,,,,,,,,,,,,00-0039147,,1,0,0,,,,,,,0,5,5,00-0036813,,,,Closed,
7019,1153375,"(14:55) 4-M.Dickson punts 46 yards to NE 23, Center-41-C.Stoll, fair catch by 25-M.Jones.",FALSE,SEA,NE,PUNT,,,,2,SEA 31,4,5,31,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153376,(14:48) 9-C.Kiner right guard to NE 30 for 7 yards (98-R.Mills).,FALSE,NE,SEA,RUSH,,,00-0040556,2,NE 23,1,10,23,2,7,1,0,0,0,0,0,2,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4,0,,,,,,Tar Ang/Gap
7019,1153377,(14:09) 9-C.Kiner right guard to NE 29 for -1 yards (98-R.Mills).,FALSE,NE,SEA,RUSH,,,00-0040556,2,NE 30,2,3,30,2,-1,0,0,0,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,00-0036198,00-0040647,,,,,0,4,0,,,,,,Broken Play
7019,1153378,(13:28) (Shotgun) 10-D.Maye pass short left to 3-D.Douglas ran ob at NE 34 for 5 yards.,FALSE,NE,SEA,PASS,00-0039851,00-0038621,,2,NE 29,3,4,29,2,5,1,1,1,0,1,0,1,R,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,1,0,0,2.7,0,NA,5,0,NA,STP,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0039169,,3,0,1,,,,,,,1,5,7,,,,,Closed,
7019,1153379,(13:00) 10-D.Maye pass short left to 34-L.Larison to NE 45 for 11 yards (29-J.Jobe).,FALSE,NE,SEA,PASS,00-0039851,00-0040568,,2,NE 34,1,10,34,2,11,1,1,0,0,1,0,1,L,0,7,1,0,0,0,0,0,0,0,0,6,2,0,,,0,1,0,0,0,0,0,0,0,0,0,3.3,0,NA,1,10,1,OPN,U,,10 - Swing,CHK,,,,,,,,,,,,,,,,,,,,,00-0037137,,3,0,5+,,,,,,,0,5,5,00-0039169,00-0036994,,,Open,
7019,1153380,(12:21) 9-C.Kiner up the middle to NE 45 for no gain (7-U.Nwosu).,FALSE,NE,SEA,RUSH,,,00-0040556,2,NE 45,1,10,45,3,0,0,0,0,0,0,0,2,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,Lead,,,,,,,,,,,,,,,,,,,,,,0,,00-0036187,00-0034350,,,,,0,4,0,,,,,,Broken Play
7019,1153381,(11:47) (Shotgun) 10-D.Maye scrambles right end ran ob at SEA 49 for 6 yards (28-N.Pritchett).,FALSE,NE,SEA,RUSH,,,00-0039851,2,NE 45,2,10,45,3,6,0,0,1,0,0,0,1,L,0,6,0,0,1,0,1,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.1,NA,NA,NA,,S,,,SD,,,P,00-0034350,00-0036198,,,,,,,,,,,,,,,,,,2,0,,,,,,,,1,5,4,,,,,Open,
7019,1153382,(11:08) (Shotgun) 10-D.Maye pass short right to 1-A.Brown to SEA 44 for 5 yards (29-J.Jobe).,FALSE,NE,SEA,PASS,00-0039851,00-0035676,,2,SEA 49,3,4,51,3,5,1,1,1,0,1,0,1,R,0,8,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,1,0,0,1.8,0,NA,5,0,0,CLS,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0037137,,6,0,2,,,,,,,0,5,4,00-0039169,,,,Closed,
7019,1153383,(10:31) 9-C.Kiner right tackle to SEA 41 for 3 yards (0-D.Lawrence; 20-J.Love).,FALSE,NE,SEA,RUSH,,,00-0040556,2,SEA 44,1,10,56,3,3,0,0,0,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,00-0040147,00-0038694,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153384,(9:54) (Shotgun) 10-D.Maye pass short left to 3-D.Douglas to SEA 36 for 5 yards (13-E.Jones; 28-N.Pritchett).,FALSE,NE,SEA,PASS,00-0039851,00-0038621,,2,SEA 41,2,7,59,3,5,1,0,1,0,1,0,1,R,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,1,0,1.4,0,NA,-4,9,1,OPN,S,,0 - Screen,DES,,,,,,,,,,,,,,,,,,,,,00-0036994,,3,0,5+,,,,,,,0,5,4,,,,,Open,
7019,1153385,"(9:22) 10-D.Maye pass incomplete deep left to 1-A.Brown (29-J.Jobe). PENALTY on SEA-29-J.Jobe, Defensive Pass Interference, 34 yards, enforced at SEA 36 - No Play.",TRUE,NE,SEA,NOPL,00-0039851,,,2,SEA 36,3,2,64,4,0,1,1,0,0,0,0,2,L,1,8,1,1,0,0,0,0,0,0,0,5,1,0,,,1,0,0,0,0,0,0,0,1,0,0,4,0,NA,0,NA,NA,TCV,U,,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0037137,,1,0,0,,,,,,,0,5,4,00-0039169,,,,Closed,
7019,1153386,"(9:14) 70-G.Van Roten reported in as eligible. 10-D.Maye pass short left to 82-E.Raridon for 2 yards, TOUCHDOWN.",FALSE,NE,SEA,PASS,00-0039851,00-0041395,,2,SEA 2,1,2,98,5,2,1,1,0,0,1,0,1,L,1,11,0,0,0,0,0,0,0,0,0,6,2,0,,,0,1,0,0,0,0,0,0,1,0,0,2.1,0,NA,2,0,NA,OPN,U,,6 - Corner,1,,,,,,,,,,,,,,,,,,,,,00-0038764,,2M,0,3,,,,,,,0,1,8,,,,,No Safeties,
7019,1153387,"8-A.Borregales extra point is GOOD, Center-47-J.Ashby, Holder-19-M.Wishnowsky.",FALSE,NE,SEA,FGXP,,,,2,SEA 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153388,8-A.Borregales kicks 63 yards from NE 35 to SEA 2. 22-R.Shaheed to SEA 30 for 28 yards (22-C.Woods).,FALSE,SEA,NE,KOFF,,,,2,NE 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153389,(9:06) 2-D.Lock pass short left to 38-B.Russell to SEA 37 for 7 yards (24-D.Pettus).,FALSE,SEA,NE,PASS,00-0035704,00-0038488,,2,SEA 30,1,10,30,2,7,1,0,0,0,1,0,1,R,1,7,1,0,0,0,0,0,0,0,0,5,1,0,,,0,1,0,0,0,0,0,0,0,0,0,3.1,0,NA,0,7,1,OPN,U,,10 - Swing,CHK,,,,,,,,,,,,,,,,,,,,,00-0039692,,9,0,5+,,,,,,,0,5,4,00-0034778,,,,Open,
7019,1153390,(8:25) 8-J.Price right end to SEA 45 for 8 yards (31-K.Byard).,FALSE,SEA,NE,RUSH,,,00-0041512,2,SEA 37,2,3,37,2,8,1,1,0,0,0,0,1,L,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Outside Zone,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5,0,,,,,,Tar Ang/Gap
7019,1153391,(7:42) 2-D.Lock sacked at SEA 38 for -7 yards (50-G.Jacas).,FALSE,SEA,NE,PASS,00-0035704,,,2,SEA 45,1,10,45,3,-7,0,0,0,0,0,0,1,R,1,7,1,0,1,1,0,0,0,0,0,4,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.6,NA,NA,NA,,U,,,SD,,,P,00-0041569,00-0037812,,,,,,,,,,,,,,,,,,3,0,,,,,,,,0,5,4,,,,,Closed,
7019,1153392,"(6:54) (Shotgun) PENALTY on SEA-72-A.Lucas, False Start, 5 yards, enforced at SEA 38 - No Play.",TRUE,SEA,NE,NOPL,,,,2,SEA 38,2,17,38,2,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
7019,1153393,(6:45) (Shotgun) 2-D.Lock pass short right to 11-J.Smith-Njigba to SEA 38 for 5 yards (94-C.Durden; 25-M.Jones).,FALSE,SEA,NE,PASS,00-0035704,00-0038543,,2,SEA 33,2,22,33,2,5,0,0,1,0,1,0,1,L,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,1,0,1.1,0,NA,-3,8,2,OPN,S,,0 - Screen,DES,,,,,,,,,,,,,,,,,,,,,00-0037253,,2,0,5+,,,,,,,0,5,4,,,,,Closed,
7019,1153394,"(6:02) (Shotgun) PENALTY on SEA-88-A.Barner, False Start, 5 yards, enforced at SEA 38 - No Play.",TRUE,SEA,NE,NOPL,,,,2,SEA 38,3,17,38,2,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,
