gid,pid,detail,no_play,off,def,type,psr,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,back,hash,mot,box,pap,trick,qbp,qbhi,qbhu,qbru,sneak,scrm,htm,pru,blz,oop,oopd,cov_type,cnb,cball,qbta,high,crr,intw,drp,avsk,fread,scre,mbt,ttp,qbsk,ttpr,dot,yac,yaco,sep,qb_pos,inc_type,rte,read,concept,rmod,pres1_type,pres1_def,pres1_off,pres2_type,pres2_def,pres2_off,pres3_type,pres3_def,pres3_off,mt1_def,mt1_type,mt1_cause,mt2_def,mt2_type,mt2_cause,mt3_def,mt3_type,mt3_cause,pri_def,sec_def,shell,rpo,trg_sep,bb_off1,bb_def1,bb_off2,bb_def2,bb_off3,bb_def3,stunt,db_count
6734,1106026,"4-J.Elliott kicks 60 yards from PHI 35 to DAL 5. 9-K.Turpin pushed ob at DAL 32 for 27 yards (83-K.Granson). PHI-43-B.VanSumeren was injured during the play. PENALTY on PHI-98-J.Carter, Disqualification, 15 yards, enforced at DAL 32.",FALSE,DAL,PHI,KOFF,,,,1,PHI 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106027,(14:54) 33-J.Williams left tackle to PHI 46 for 7 yards (33-C.DeJean).,FALSE,DAL,PHI,RUSH,,,00-0036997,1,DAL 47,1,10,47,3,7,1,0,0,0,0,0,2,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Inside Zone,Split,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5
6734,1106028,(14:22) (Shotgun) 9-K.Turpin right end to PHI 42 for 4 yards (33-C.DeJean; 53-Z.Baun).,FALSE,DAL,PHI,RUSH,,,00-0037801,1,PHI 46,2,3,54,3,4,1,1,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,Trick/WR Run,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5
6734,1106029,(13:47) (Shotgun) 4-D.Prescott pass short right to 3-G.Pickens to PHI 36 for 6 yards (27-Q.Mitchell).,FALSE,DAL,PHI,PASS,00-0033077,00-0037247,,1,PHI 42,1,10,58,3,6,1,0,1,0,1,0,2,R,1,7,0,0,0,0,0,0,0,0,0,4,1,0,,,0,1,0,0,0,0,0,0,1,0,0,1.6,0,NA,5,1,0,CLS,S,,3 - Hitch/Curl,1,,,,,,,,,,,,,,,,,,,,,00-0039888,,2,0,3,,,,,,,0,4
6734,1106030,(13:04) 33-J.Williams up the middle to PHI 33 for 3 yards (24-A.Mukuba).,FALSE,DAL,PHI,RUSH,,,00-0036997,1,PHI 36,2,4,64,4,3,0,0,0,0,0,0,2,R,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Inside Zone,Split,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5
6734,1106031,(12:22) 4-D.Prescott pass deep right to 88-C.Lamb to PHI 1 for 32 yards (8-A.Jackson).,FALSE,DAL,PHI,PASS,00-0033077,00-0036358,,1,PHI 33,3,1,67,4,32,1,1,0,0,1,0,1,R,1,7,1,0,1,0,1,0,0,0,0,5,1,0,,,0,1,0,0,0,0,0,0,1,0,0,3.3,0,2.6,26,6,2,OPN,U,,6 - Corner,1,,,P,00-0039740,00-0039341,,,,,,,,,,,,,,,,00-0033878,,1,0,2,,,,,,,0,5
6734,1106032,"(11:56) (No Huddle, Shotgun) 4-D.Prescott pass incomplete short right to 88-C.Lamb. PENALTY on PHI-8-A.Jackson, Defensive Pass Interference, 0 yards, enforced at PHI 1 - No Play.",TRUE,DAL,PHI,NOPL,00-0033077,,,1,PHI 1,1,1,99,5,0,0,1,1,1,0,0,1,R,0,7,1,0,0,0,0,0,0,0,0,5,1,0,,,1,0,0,0,0,0,0,0,0,0,0,1.5,0,NA,0,NA,NA,TCV,S,PEN,9 - Go,DES,,,,,,,,,,,,,,,,,,,,,00-0033878,,0,0,0,,,,,,,0,5
6734,1106033,"(11:52) 33-J.Williams left guard for 1 yard, TOUCHDOWN.",FALSE,DAL,PHI,RUSH,,,00-0036997,1,PHI 1,1,1,99,5,1,1,1,0,0,0,0,2,R,1,9,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Power,Lead,,,,,,,,,,,,,,,,,,,,,,0,,00-0036036,00-0038412,,,,,0,4
6734,1106034,"17-B.Aubrey extra point is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",FALSE,DAL,PHI,FGXP,,,,1,PHI 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106035,"17-B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35. PENALTY on PHI-39-M.Epps, Illegal Motion, 5 yards, enforced at PHI 35.",FALSE,PHI,DAL,KOFF,,,,1,DAL 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106036,(11:49) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert pushed ob at PHI 38 for 8 yards (59-K.Murray).,FALSE,PHI,DAL,PASS,00-0036389,00-0034351,,1,PHI 30,1,10,30,2,8,1,0,1,0,1,0,1,L,1,7,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.6,0,NA,5,3,0,STP,P,,8 - Shallow Cross/Drag,2,,,,,,,,,,,,,,,,,,,,,00-0036441,,3,0,1,,,,,,,0,4
6734,1106037,(11:18) (Shotgun) 26-S.Barkley right guard to PHI 41 for 3 yards (95-K.Clark).,FALSE,PHI,DAL,RUSH,,,00-0034844,1,PHI 38,2,2,38,2,3,1,1,1,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,S,,,,Inside Zone,,,,,,,,,,,00-0037109,BCK,JK,,,,,,,,,,0,,,,,,,,0,4
6734,1106038,(10:40) 1-J.Hurts scrambles right tackle to PHI 48 for 7 yards (57-J.Sanborn).,FALSE,PHI,DAL,RUSH,,,00-0036389,1,PHI 41,1,10,41,3,7,1,0,0,0,0,0,2,L,1,7,1,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,U,,,SD,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,0,4
6734,1106039,(9:56) 26-S.Barkley left end to DAL 36 for 16 yards (18-D.Clark; 26-D.Bland).,FALSE,PHI,DAL,RUSH,,,00-0034844,1,PHI 48,2,3,48,3,16,1,1,0,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Counter,Pitch,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4
6734,1106040,(9:09) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to DAL 30 for 6 yards (28-M.Hooker).,FALSE,PHI,DAL,PASS,00-0036389,00-0034351,,1,DAL 36,1,10,64,4,6,1,0,1,0,1,0,1,L,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.1,0,NA,5,1,0,CLS,S,,3 - Hitch/Curl,CHK,,,,,,,,,,,,,,,,,,,,,00-0033877,,3,0,2,,,,,,,0,4
6734,1106041,"(8:37) (No Huddle, Shotgun) 28-W.Shipley right guard to DAL 25 for 5 yards (18-D.Clark; 59-K.Murray).",FALSE,PHI,DAL,RUSH,,,00-0039746,1,DAL 30,2,4,70,4,5,1,1,1,1,0,0,1,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,P,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4
6734,1106042,"(8:08) (No Huddle, Shotgun) 28-W.Shipley left end to DAL 5 for 20 yards (28-M.Hooker; 57-J.Sanborn).",FALSE,PHI,DAL,RUSH,,,00-0039746,1,DAL 25,1,10,75,4,20,1,1,1,1,0,0,1,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,5,,S,,,,Draw,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4
6734,1106043,(7:23) 26-S.Barkley left tackle to DAL 3 for 2 yards (41-D.Ezeiruaku).,FALSE,PHI,DAL,RUSH,,,00-0034844,1,DAL 5,1,5,95,5,2,0,0,0,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4
6734,1106044,"(6:41) 26-S.Barkley up the middle to DAL 4 for -1 yards (90-S.Thomas, 59-K.Murray).",FALSE,PHI,DAL,RUSH,,,00-0034844,1,DAL 3,2,3,97,5,-1,0,0,0,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,00-0037086,00-0033870,00-0037002,00-0036441,,,0,4
6734,1106045,"(6:01) (Shotgun) 1-J.Hurts scrambles right end for 4 yards, TOUCHDOWN.",FALSE,PHI,DAL,RUSH,,,00-0036389,1,DAL 4,3,4,96,5,4,1,1,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,S,,,SD,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,5
6734,1106046,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",FALSE,PHI,DAL,FGXP,,,,1,DAL 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106047,"4-J.Elliott kicks 63 yards from PHI 35 to DAL 2. 9-K.Turpin to DAL 24 for 22 yards (0-J.Uche; 54-J.Trotter). PENALTY on DAL-35-M.Liufau, Unnecessary Roughness, 12 yards, enforced at DAL 24. Penalty on DAL-14-M.Bell, Unnecessary Roughness, declined.",FALSE,DAL,PHI,KOFF,,,,1,PHI 35,0,0,65,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106048,(5:48) (Shotgun) 33-J.Williams left guard to DAL 15 for 3 yards (97-M.Ojomo; 53-Z.Baun).,FALSE,DAL,PHI,RUSH,,,00-0036997,1,DAL 12,1,10,12,1,3,0,0,1,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,S,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,5
6734,1106049,(5:07) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to DAL 33 for 18 yards (32-R.Blankenship) [97-M.Ojomo].,FALSE,DAL,PHI,PASS,00-0033077,00-0036358,,1,DAL 15,2,7,15,1,18,1,1,1,0,1,0,1,L,1,7,1,0,1,1,0,0,0,0,0,4,0,1,P,,0,1,0,0,0,0,0,1,0,0,0,5.6,0,3.2,13,5,1,STP,S,,5 - In/Dig,SD,,,P,00-0037073,00-0039348,C,00-0039740,00-0039341,C,00-0038412,00-0036036,00-0033878,DFD,JK,,,,,,,00-0036418,,2,0,1,,,,,,,0,5
6734,1106050,(4:25) 33-J.Williams right guard to DAL 38 for 5 yards (58-J.Hunt; 33-C.DeJean).,FALSE,DAL,PHI,RUSH,,,00-0036997,1,DAL 33,1,10,33,2,5,1,0,0,0,0,0,2,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Counter,Lead,,,,,,,,,,00-0038412,2ND,PW,,,,,,,,,,0,,,,,,,,0,4
6734,1106051,(3:45) 33-J.Williams left end to DAL 41 for 3 yards (24-A.Mukuba; 30-J.Campbell).,FALSE,DAL,PHI,RUSH,,,00-0036997,1,DAL 38,2,5,38,2,3,0,0,0,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,U,,,,Outside Zone,Misdirection,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,5
6734,1106052,(3:01) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to PHI 33 for 26 yards (8-A.Jackson).,FALSE,DAL,PHI,PASS,00-0033077,00-0036358,,1,DAL 41,3,2,41,3,26,1,1,1,0,1,0,1,L,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,3.5,0,NA,15,11,3,OPN,S,,5 - In/Dig,2,,,,,,,,,,,,,,,,,,,,,00-0033878,,1,0,2,,,,,,,0,5
6734,1106053,"(2:14) (No Huddle, Shotgun) 4-D.Prescott pass short left to 24-M.Sanders to PHI 29 for 4 yards (32-R.Blankenship). PENALTY on DAL-73-T.Smith, Offensive Holding, 10 yards, enforced at PHI 33 - No Play.",TRUE,DAL,PHI,NOPL,00-0033077,,,1,PHI 33,1,10,67,4,0,0,0,1,1,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.5,0,NA,0,NA,0,TCV,S,,3 - Hitch/Curl,CHK,,,,,,,,,,,,,,,,,,,,,00-0037130,,1,0,1,,,,,,,0,5
6734,1106054,(1:45) (Shotgun) 4-D.Prescott pass short right to 24-M.Sanders to PHI 46 for -3 yards (53-Z.Baun).,FALSE,DAL,PHI,PASS,00-0033077,00-0035243,,1,PHI 43,1,20,57,3,-3,0,0,1,0,1,0,2,L,1,6,0,0,1,0,1,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.9,0,2.1,-5,2,0,CLS,S,,10 - Swing,CHK,,,P,00-0036159,00-0036036,,,,,,,,,,,,,,,,00-0036418,,1,0,4,,,,,,,1,5
6734,1106055,"(:58) (Shotgun) 4-D.Prescott pass incomplete deep right to 3-G.Pickens (27-Q.Mitchell). PENALTY on PHI-27-Q.Mitchell, Defensive Pass Interference, 34 yards, enforced at PHI 46 - No Play.",TRUE,DAL,PHI,NOPL,00-0033077,,,1,PHI 46,2,23,54,3,0,1,1,1,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,1,0,0,0,0,0,0,0,1,0,0,3.1,0,NA,0,NA,NA,TCV,S,PEN,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0039888,,1,0,0,,,,,,,1,5
6734,1106056,(:51) 4-D.Prescott pass incomplete short left to 1-J.Tolbert.,FALSE,DAL,PHI,PASS,00-0033077,00-0037666,,1,PHI 12,1,10,88,5,0,0,0,0,0,0,0,1,R,0,7,1,0,0,0,0,0,0,0,0,4,0,1,BT,,0,0,0,0,0,0,0,0,0,0,0,4.3,0,NA,12,NA,NA,STP,U,IAT,7 - Post,SD,,,,,,,,,,,,,,,,,,,,,00-0039888,,2M,0,1,,,,,,,0,4
6734,1106057,(:46) (Shotgun) 33-J.Williams up the middle to PHI 1 for 11 yards (32-R.Blankenship).,FALSE,DAL,PHI,RUSH,,,00-0036997,1,PHI 12,2,10,88,5,11,1,1,1,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,9,,S,,,,Inside Zone,Split,,,,,,,,,,00-0040708,2ND,PW,,,,,,,,,,0,,,,,,,,0,4
6734,1106058,"(15:00) (Shotgun) 33-J.Williams up the middle for 1 yard, TOUCHDOWN.",FALSE,DAL,PHI,RUSH,,,00-0036997,2,PHI 1,1,1,99,5,1,1,1,1,0,0,0,1,M,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,S,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,4
6734,1106059,"17-B.Aubrey extra point is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",FALSE,DAL,PHI,FGXP,,,,2,PHI 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106060,"17-B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35.",FALSE,PHI,DAL,KOFF,,,,2,DAL 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106061,(14:56) (Shotgun) 26-S.Barkley right end to PHI 41 for 6 yards (97-O.Odighizuwa; 28-M.Hooker).,FALSE,PHI,DAL,RUSH,,,00-0034844,2,PHI 35,1,10,35,2,6,1,0,1,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,3,,S,,,,Inside Zone,,,,,,,,,,,00-0037275,2ND,JK,,,,,,,,,,0,,,,,,,,0,4
6734,1106062,(14:12) (Shotgun) 1-J.Hurts pass short right to 6-D.Smith to PHI 47 for 6 yards (59-K.Murray).,FALSE,PHI,DAL,PASS,00-0036389,00-0036912,,2,PHI 41,2,4,41,3,6,1,1,1,0,1,0,0,R,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.4,0,NA,4,2,0,OPN,S,,2 - Quick Out,2,,,,,,,,,,,,,,,,,,,,,00-0036441,,3,0,2,,,,,,,0,5
6734,1106063,(13:29) (Shotgun) 26-S.Barkley right guard to DAL 49 for 4 yards (28-M.Hooker; 54-S.Williams).,FALSE,PHI,DAL,RUSH,,,00-0034844,2,PHI 47,1,10,47,3,4,0,0,1,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,P,,,,Outside Zone,,,,,,,,,,,00-0032052,BCK,JK,,,,,,,,,,0,,,,,,,,0,5
6734,1106064,(12:48) (Shotgun) 1-J.Hurts pass short right to 88-D.Goedert to DAL 46 for 3 yards (59-K.Murray).,FALSE,PHI,DAL,PASS,00-0036389,00-0034351,,2,DAL 49,2,6,51,3,3,0,0,1,0,1,0,1,R,0,6,1,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,3.1,0,NA,3,0,1,OPN,S,,2 - Quick Out,CHK,,,,,,,,,,,,,,,,,,,,,00-0036441,,1,0,2,,,,,,,0,5
6734,1106065,(12:01) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to DAL 39 for 7 yards (28-M.Hooker).,FALSE,PHI,DAL,PASS,00-0036389,00-0034351,,2,DAL 46,3,3,54,3,7,1,1,1,0,1,0,1,R,1,7,0,0,0,0,0,0,0,0,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2.5,0,NA,7,0,0,CLS,S,,3 - Hitch/Curl,CHK,,,,,,,,,,,,,,,,,,,,,00-0033877,,3,0,2,,,,,,,0,4
6734,1106066,(11:19) 1-J.Hurts pass short right to 83-K.Granson ran ob at DAL 38 for 1 yard.,FALSE,PHI,DAL,PASS,00-0036389,00-0036876,,2,DAL 39,1,10,61,4,1,0,0,0,0,1,0,2,R,1,8,1,0,1,0,1,0,0,0,0,4,0,1,BT,,0,1,0,0,0,0,0,0,0,0,0,4.2,0,3.7,0,1,NA,OPN,U,,8 - Shallow Cross/Drag,CHK,,,P,00-0033870,00-0030561,,,,,,,,,,,,,,,,00-0035301,,2,0,4,,,,,,,0,4
6734,1106067,(10:38) (Shotgun) 1-J.Hurts scrambles left end to DAL 29 for 9 yards (20-K.Elam).,FALSE,PHI,DAL,RUSH,,,00-0036389,2,DAL 38,2,9,62,4,9,1,1,1,0,0,0,1,R,0,6,0,0,0,0,0,0,0,1,0,4,0,1,BL,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,S,,,SD,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,0,5
6734,1106068,(9:52) 26-S.Barkley right end to DAL 25 for 4 yards (94-M.Kneeland).,FALSE,PHI,DAL,RUSH,,,00-0034844,2,DAL 29,1,10,71,4,4,0,0,0,0,0,0,2,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Outside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4
6734,1106069,(9:11) 28-W.Shipley left guard to DAL 24 for 1 yard (97-O.Odighizuwa).,FALSE,PHI,DAL,RUSH,,,00-0039746,2,DAL 25,2,6,75,4,1,0,0,0,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Man/Duo,,,,,,,,,,,,,,,,,,,,,,,0,,00-0038112,00-0036942,,,,,0,4
6734,1106070,(8:27) (Shotgun) 1-J.Hurts scrambles right tackle to DAL 9 for 15 yards (28-M.Hooker).,FALSE,PHI,DAL,RUSH,,,00-0036389,2,DAL 24,3,5,76,4,15,1,1,1,0,0,0,1,M,1,6,0,0,1,0,1,0,0,1,0,4,0,1,P,,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.1,NA,NA,NA,,S,,,SD,,,P,00-0037665,00-0034429,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,5
6734,1106071,(7:42) (Shotgun) 26-S.Barkley up the middle to DAL 8 for 1 yard (90-S.Thomas).,FALSE,PHI,DAL,RUSH,,,00-0034844,2,DAL 9,1,9,91,5,1,0,0,1,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,S,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,4
6734,1106072,"(6:58) (Shotgun) 1-J.Hurts scrambles left end for 8 yards, TOUCHDOWN.",FALSE,PHI,DAL,RUSH,,,00-0036389,2,DAL 8,2,8,92,5,8,1,1,1,0,0,0,1,R,1,6,0,0,1,0,1,0,0,1,0,4,0,1,P,,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.5,NA,NA,NA,,S,,,SD,,,P,00-0033870,00-0039001,,,,,,,,,,,,,,,,,,2,0,,,,,,,,0,5
6734,1106073,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",FALSE,PHI,DAL,FGXP,,,,2,DAL 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106074,4-J.Elliott kicks 57 yards from PHI 35 to DAL 8. 9-K.Turpin to DAL 31 for 23 yards (21-S.Brown).,FALSE,DAL,PHI,KOFF,,,,2,PHI 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106075,(6:41) 4-D.Prescott pass short left to 87-J.Ferguson to DAL 34 for 3 yards (32-R.Blankenship).,FALSE,DAL,PHI,PASS,00-0033077,00-0038041,,2,DAL 31,1,10,31,2,3,0,0,0,0,1,0,2,L,1,7,1,0,0,0,0,0,0,0,0,4,0,1,BT,,0,1,0,0,0,0,0,0,0,0,0,2.7,0,NA,-1,4,0,OPN,U,,2 - Quick Out,DES,,,,,,,,,,,,,,,,,,,,,00-0037130,,1,0,4,,,,,,,0,5
6734,1106076,(6:03) (Shotgun) 4-D.Prescott pass short left to 9-K.Turpin pushed ob at 50 for 16 yards (8-A.Jackson).,FALSE,DAL,PHI,PASS,00-0033077,00-0037801,,2,DAL 34,2,7,34,2,16,1,1,1,0,1,0,1,L,1,6,0,0,0,0,0,0,0,0,0,4,1,0,,,0,1,0,0,0,0,0,0,1,0,0,2.1,0,NA,9,7,3,OPN,S,,3 - Hitch/Curl,1,,,,,,,,,,,,,,,,,,,,,00-0033878,,1,0,4,,,,,,,0,5
6734,1106077,Timeout #1 by DAL at 05:26.,TRUE,NA,NA,NOPL,,,,2,MID 50,0,0,50,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0
6734,1106078,"(5:26) 24-M.Sanders right end to 50 for no gain (3-N.Smith). PENALTY on PHI-3-N.Smith, Taunting, 15 yards, enforced at 50.",FALSE,DAL,PHI,RUSH,,,00-0035243,2,MID 50,1,10,50,3,0,1,1,0,0,0,0,1,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,,U,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,00-0039530,00-0039013,,,,,0,4
6734,1106079,(5:03) 4-D.Prescott scrambles left end to PHI 32 for 3 yards (53-Z.Baun).,FALSE,DAL,PHI,RUSH,,,00-0033077,2,PHI 35,1,10,65,4,3,0,0,0,0,0,0,1,R,1,7,1,0,1,0,1,0,0,1,0,4,0,1,P,,0,0,0,0,0,0,0,1,0,0,0,NA,0,2.6,NA,NA,NA,,U,,,SD,,,P,00-0037073,00-0039348,C,00-0036922,00-0037243,,,,,,,,,,,,,,,3,0,,,,,,,,0,4
