"","season","posteam","week","penalty_type","plays"
"594",2024,"IND",2,"Roughing the Passer",1
"595",2024,"IND",2,NA,65
"596",2024,"IND",3,"False Start",2
"597",2024,"IND",3,"Illegal Shift",1
"598",2024,"IND",3,"Illegal Use of Hands",1
"599",2024,"IND",3,"Ineligible Downfield Pass",1
"600",2024,"IND",3,"Neutral Zone Infraction",1
"601",2024,"IND",3,NA,67
"602",2024,"IND",4,"Defensive Pass Interference",1
"603",2024,"IND",4,"False Start",1
"604",2024,"IND",4,"Offensive Holding",1
"605",2024,"IND",4,"Unnecessary Roughness",1
"606",2024,"IND",4,NA,80
"607",2024,"IND",5,"False Start",3
"608",2024,"IND",5,"Illegal Contact",1
"609",2024,"IND",5,"Unsportsmanlike Conduct",1
"610",2024,"IND",5,NA,88
"611",2024,"IND",6,"Defensive Pass Interference",3
"612",2024,"IND",6,"Face Mask",1
"613",2024,"IND",6,"Illegal Contact",1
"614",2024,"IND",6,"Offensive Holding",1
"615",2024,"IND",6,"Roughing the Passer",1
"616",2024,"IND",6,NA,77
"617",2024,"IND",7,"Delay of Game",1
"618",2024,"IND",7,"False Start",1
"619",2024,"IND",7,"Neutral Zone Infraction",1
"620",2024,"IND",7,"Offensive Holding",1
"621",2024,"IND",7,NA,77
"622",2024,"IND",8,"Defensive Offside",1
"623",2024,"IND",8,"False Start",3
"624",2024,"IND",8,"Illegal Formation",1
"625",2024,"IND",8,"Offensive Holding",2
"626",2024,"IND",8,"Offensive Pass Interference",1
"627",2024,"IND",8,NA,77
"628",2024,"JAX",1,"Defensive Offside",1
"629",2024,"JAX",1,"Defensive Pass Interference",1
"630",2024,"JAX",1,"Delay of Game",2
"631",2024,"JAX",1,"Face Mask",1
"632",2024,"JAX",1,"False Start",2
"633",2024,"JAX",1,"Offensive Holding",1
"634",2024,"JAX",1,NA,64
"635",2024,"JAX",2,"Defensive Holding",1
"636",2024,"JAX",2,"Defensive Offside",2
"637",2024,"JAX",2,"Illegal Formation",1
"638",2024,"JAX",2,"Illegal Shift",2
"639",2024,"JAX",2,"Neutral Zone Infraction",1
"640",2024,"JAX",2,NA,68
"641",2024,"JAX",3,"Defensive Offside",1
"642",2024,"JAX",3,"Defensive Pass Interference",1
"643",2024,"JAX",3,"False Start",3
"644",2024,"JAX",3,"Illegal Formation",1
"645",2024,"JAX",3,"Unnecessary Roughness",1
"646",2024,"JAX",3,NA,82
"647",2024,"JAX",4,"Defensive Holding",1
"648",2024,"JAX",4,"Encroachment",1
"649",2024,"JAX",4,"False Start",1
"650",2024,"JAX",4,"Illegal Block Above the Waist",1
"651",2024,"JAX",4,"Illegal Formation",1
"652",2024,"JAX",4,"Unnecessary Roughness",1
"653",2024,"JAX",4,"Unsportsmanlike Conduct",1
"654",2024,"JAX",4,NA,70
"655",2024,"JAX",5,"Defensive Holding",1
"656",2024,"JAX",5,"Face Mask",1
"657",2024,"JAX",5,"False Start",1
"658",2024,"JAX",5,NA,73
"659",2024,"JAX",6,"False Start",3
"660",2024,"JAX",6,"Offensive Holding",1
"661",2024,"JAX",6,NA,74
"662",2024,"JAX",7,"Defensive Pass Interference",1
"663",2024,"JAX",7,"Neutral Zone Infraction",1
"664",2024,"JAX",7,NA,71
"665",2024,"JAX",8,"False Start",3
"666",2024,"JAX",8,"Illegal Block Above the Waist",1
"667",2024,"JAX",8,"Illegal Motion",1
"668",2024,"JAX",8,NA,73
"669",2024,"KC",1,"False Start",2
"670",2024,"KC",1,"Horse Collar Tackle",1
"671",2024,"KC",1,"Offensive Holding",3
"672",2024,"KC",1,"Roughing the Passer",1
"673",2024,"KC",1,NA,63
"674",2024,"KC",2,"Defensive Holding",1
"675",2024,"KC",2,"Defensive Pass Interference",1
"676",2024,"KC",2,"Illegal Contact",1
"677",2024,"KC",2,"Illegal Use of Hands",1
"678",2024,"KC",2,"Offensive Holding",2
"679",2024,"KC",2,NA,73
"680",2024,"KC",3,"Defensive Too Many Men on Field",1
"681",2024,"KC",3,"Offensive Holding",1
"682",2024,"KC",3,"Roughing the Passer",1
"683",2024,"KC",3,NA,85
"684",2024,"KC",4,"Defensive Holding",2
"685",2024,"KC",4,"False Start",2
"686",2024,"KC",4,"Offensive Holding",3
"687",2024,"KC",4,NA,69
"688",2024,"KC",5,"Defensive Holding",1
"689",2024,"KC",5,"Defensive Pass Interference",1
"690",2024,"KC",5,"False Start",1
"691",2024,"KC",5,"Offensive Holding",4
"692",2024,"KC",5,NA,91
"693",2024,"KC",7,"Defensive Offside",2
"694",2024,"KC",7,"Defensive Too Many Men on Field",1
"695",2024,"KC",7,"Offensive Holding",1
"696",2024,"KC",7,NA,81
"697",2024,"KC",8,"Illegal Block Above the Waist",1
"698",2024,"KC",8,"Offensive Holding",3
"699",2024,"KC",8,"Offensive Offside",1
"700",2024,"KC",8,"Roughing the Passer",1
"701",2024,"KC",8,"Unnecessary Roughness",1
"702",2024,"KC",8,NA,79
"703",2024,"LA",1,"Defensive Offside",1
"704",2024,"LA",1,"Defensive Pass Interference",2
"705",2024,"LA",1,"False Start",2
"706",2024,"LA",1,"Offensive Holding",1
"707",2024,"LA",1,"Roughing the Passer",1
"708",2024,"LA",1,NA,86
"709",2024,"LA",2,"Taunting",1
"710",2024,"LA",2,"Unnecessary Roughness",1
"711",2024,"LA",2,NA,65
"712",2024,"LA",3,"Defensive Holding",1
"713",2024,"LA",3,"Defensive Pass Interference",2
"714",2024,"LA",3,"False Start",1
"715",2024,"LA",3,"Illegal Block Above the Waist",1
"716",2024,"LA",3,"Intentional Grounding",1
"717",2024,"LA",3,"Offensive Holding",1
"718",2024,"LA",3,NA,67
"719",2024,"LA",4,"Defensive Pass Interference",1
"720",2024,"LA",4,"Encroachment",1
"721",2024,"LA",4,"False Start",1
"722",2024,"LA",4,"Offensive Pass Interference",1
"723",2024,"LA",4,"Player Out of Bounds on Kick",1
"724",2024,"LA",4,"Unnecessary Roughness",1
"725",2024,"LA",4,NA,70
"726",2024,"LA",5,"Defensive Pass Interference",1
"727",2024,"LA",5,"False Start",2
"728",2024,"LA",5,"Offensive Holding",1
"729",2024,"LA",5,NA,87
"730",2024,"LA",7,"Defensive Holding",1
"731",2024,"LA",7,"False Start",1
"732",2024,"LA",7,"Illegal Formation",1
"733",2024,"LA",7,"Offensive Holding",1
"734",2024,"LA",7,"Roughing the Passer",1
"735",2024,"LA",7,NA,67
"736",2024,"LA",8,"Defensive Holding",1
"737",2024,"LA",8,"Defensive Pass Interference",2
"738",2024,"LA",8,"Defensive Too Many Men on Field",1
"739",2024,"LA",8,"Face Mask",1
"740",2024,"LA",8,"False Start",4
"741",2024,"LA",8,"Illegal Use of Hands",1
"742",2024,"LA",8,"Offensive Holding",3
"743",2024,"LA",8,NA,78
"744",2024,"LAC",1,"Defensive Offside",1
"745",2024,"LAC",1,"False Start",4
"746",2024,"LAC",1,"Offensive Holding",1
"747",2024,"LAC",1,NA,72
"748",2024,"LAC",2,"Face Mask",2
"749",2024,"LAC",2,"Illegal Formation",2
"750",2024,"LAC",2,"Illegal Use of Hands",2
"751",2024,"LAC",2,"Offensive Holding",1
"752",2024,"LAC",2,NA,74
"753",2024,"LAC",3,"Defensive Delay of Game",1
"754",2024,"LAC",3,"Illegal Formation",1
"755",2024,"LAC",3,"Offensive Holding",1
"756",2024,"LAC",3,"Player Out of Bounds on Kick",1
"757",2024,"LAC",3,NA,58
"758",2024,"LAC",4,"Chop Block",1
"759",2024,"LAC",4,"False Start",4
"760",2024,"LAC",4,"Illegal Formation",1
"761",2024,"LAC",4,"Offensive Holding",1
"762",2024,"LAC",4,NA,68
"763",2024,"LAC",6,"Defensive Holding",1
"764",2024,"LAC",6,"Defensive Pass Interference",1
"765",2024,"LAC",6,"Delay of Game",1
"766",2024,"LAC",6,"Offensive Pass Interference",1
"767",2024,"LAC",6,NA,92
"768",2024,"LAC",7,"False Start",1
"769",2024,"LAC",7,"Illegal Contact",1
"770",2024,"LAC",7,"Offensive Holding",1
"771",2024,"LAC",7,NA,75
"772",2024,"LAC",8,"Defensive Pass Interference",1
"773",2024,"LAC",8,"False Start",1
"774",2024,"LAC",8,"Offensive Holding",1
"775",2024,"LAC",8,NA,81
"776",2024,"LV",1,"Defensive Offside",1
"777",2024,"LV",1,"Offensive Holding",1
"778",2024,"LV",1,"Unnecessary Roughness",1
"779",2024,"LV",1,NA,71
"780",2024,"LV",2,"Defensive Pass Interference",2
"781",2024,"LV",2,"Face Mask",1
"782",2024,"LV",2,"Unnecessary Roughness",1
"783",2024,"LV",2,NA,75
"784",2024,"LV",3,"Defensive Pass Interference",2
"785",2024,"LV",3,"Defensive Too Many Men on Field",1
"786",2024,"LV",3,"Kickoff Short of Landing Zone",1
"787",2024,"LV",3,"Offensive Holding",1
"788",2024,"LV",3,"Offensive Pass Interference",1
"789",2024,"LV",3,"Player Out of Bounds on Kick",1
"790",2024,"LV",3,NA,73
"791",2024,"LV",4,"Defensive Pass Interference",1
"792",2024,"LV",4,"False Start",1
"793",2024,"LV",4,"Ineligible Downfield Kick",1
"794",2024,"LV",4,"Offensive Holding",3
"795",2024,"LV",4,"Roughing the Passer",1
"796",2024,"LV",4,NA,69
"797",2024,"LV",5,"Defensive Holding",1
"798",2024,"LV",5,"Defensive Pass Interference",1
"799",2024,"LV",5,"False Start",2
"800",2024,"LV",5,"Intentional Grounding",1
"801",2024,"LV",5,"Offensive Holding",1
"802",2024,"LV",5,"Offensive Pass Interference",1
"803",2024,"LV",5,"Unsportsmanlike Conduct",1
"804",2024,"LV",5,NA,77
"805",2024,"LV",6,"Ineligible Downfield Pass",1
"806",2024,"LV",6,"Offensive Holding",1
"807",2024,"LV",6,NA,75
"808",2024,"LV",7,"Defensive Pass Interference",1
"809",2024,"LV",7,"False Start",3
"810",2024,"LV",7,"Ineligible Downfield Pass",1
"811",2024,"LV",7,"Intentional Grounding",1
"812",2024,"LV",7,"Offensive Holding",2
"813",2024,"LV",7,NA,89
"814",2024,"LV",8,"Defensive Holding",1
"815",2024,"LV",8,"False Start",3
"816",2024,"LV",8,"Illegal Block Above the Waist",1
"817",2024,"LV",8,"Offensive Holding",1
"818",2024,"LV",8,NA,68
"819",2024,"MIA",1,"Defensive Offside",1
"820",2024,"MIA",1,"Defensive Pass Interference",1
"821",2024,"MIA",1,"False Start",2
"822",2024,"MIA",1,"Illegal Formation",1
"823",2024,"MIA",1,"Offensive Holding",3
"824",2024,"MIA",1,"Roughing the Passer",1
"825",2024,"MIA",1,NA,77
"826",2024,"MIA",2,"False Start",4
"827",2024,"MIA",2,"Offensive Holding",1
"828",2024,"MIA",2,NA,84
"829",2024,"MIA",3,"Defensive Pass Interference",1
"830",2024,"MIA",3,"False Start",1
"831",2024,"MIA",3,"Illegal Contact",1
"832",2024,"MIA",3,"Illegal Formation",3
"833",2024,"MIA",3,"Illegal Motion",1
"834",2024,"MIA",3,"Illegal Shift",1
"835",2024,"MIA",3,"Offensive Holding",2
"836",2024,"MIA",3,"Unnecessary Roughness",2
"837",2024,"MIA",3,NA,67
"838",2024,"MIA",4,"Defensive Holding",1
"839",2024,"MIA",4,"Illegal Shift",4
"840",2024,"MIA",4,"Intentional Grounding",1
"841",2024,"MIA",4,"Offensive Holding",1
"842",2024,"MIA",4,"Roughing the Passer",1
"843",2024,"MIA",4,"Taunting",1
"844",2024,"MIA",4,"Unsportsmanlike Conduct",1
"845",2024,"MIA",4,NA,66
"846",2024,"MIA",5,"Defensive Pass Interference",1
"847",2024,"MIA",5,"Defensive Too Many Men on Field",1
"848",2024,"MIA",5,"False Start",1
"849",2024,"MIA",5,"Horse Collar Tackle",1
"850",2024,"MIA",5,"Offensive Holding",3
"851",2024,"MIA",5,"Roughing the Passer",1
"852",2024,"MIA",5,NA,83
"853",2024,"MIA",7,"Defensive Offside",1
"854",2024,"MIA",7,"Delay of Game",1
"855",2024,"MIA",7,"Face Mask",1
"856",2024,"MIA",7,"False Start",1
"857",2024,"MIA",7,"Low Block",1
"858",2024,"MIA",7,"Offensive Holding",1
"859",2024,"MIA",7,NA,79
"860",2024,"MIA",8,"Offensive Holding",1
"861",2024,"MIA",8,NA,78
"862",2024,"MIN",1,"Defensive Pass Interference",1
"863",2024,"MIN",1,"Face Mask",1
"864",2024,"MIN",1,"False Start",1
"865",2024,"MIN",1,"Illegal Formation",1
"866",2024,"MIN",1,"Offensive Holding",3
"867",2024,"MIN",1,"Unnecessary Roughness",1
"868",2024,"MIN",1,NA,60
"869",2024,"MIN",2,"False Start",2
"870",2024,"MIN",2,"Intentional Grounding",1
"871",2024,"MIN",2,NA,66
"872",2024,"MIN",3,"Defensive Pass Interference",1
"873",2024,"MIN",3,"False Start",2
"874",2024,"MIN",3,"Illegal Motion",1
"875",2024,"MIN",3,"Offensive Pass Interference",1
"876",2024,"MIN",3,"Roughing the Passer",1
"877",2024,"MIN",3,NA,74
"878",2024,"MIN",4,"Defensive Holding",1
"879",2024,"MIN",4,"Defensive Offside",1
"880",2024,"MIN",4,"Defensive Pass Interference",1
"881",2024,"MIN",4,"Delay of Game",2
"882",2024,"MIN",4,"Face Mask",1
"883",2024,"MIN",4,"False Start",2
"884",2024,"MIN",4,"Offensive Holding",1
"885",2024,"MIN",4,NA,80
"886",2024,"MIN",5,"Defensive Holding",1
"887",2024,"MIN",5,"Defensive Pass Interference",3
"888",2024,"MIN",5,"Delay of Game",1
"889",2024,"MIN",5,"Fair Catch Interference",1
"890",2024,"MIN",5,"False Start",2
"891",2024,"MIN",5,"Illegal Block Above the Waist",1
"892",2024,"MIN",5,"Illegal Contact",1
"893",2024,"MIN",5,"Illegal Formation",1
"894",2024,"MIN",5,"Illegal Shift",1
"895",2024,"MIN",5,"Neutral Zone Infraction",1
"896",2024,"MIN",5,NA,80
"897",2024,"MIN",7,"Defensive Holding",1
"898",2024,"MIN",7,"False Start",1
"899",2024,"MIN",7,"Illegal Contact",1
"900",2024,"MIN",7,"Illegal Formation",3
"901",2024,"MIN",7,"Offensive Holding",3
"902",2024,"MIN",7,"Offensive Offside",1
"903",2024,"MIN",7,NA,67
"904",2024,"MIN",8,"False Start",2
"905",2024,"MIN",8,NA,63
"906",2024,"NE",1,"Defensive Offside",1
"907",2024,"NE",1,"Delay of Game",1
"908",2024,"NE",1,"False Start",1
"909",2024,"NE",1,NA,79
"910",2024,"NE",2,"Defensive Pass Interference",1
"911",2024,"NE",2,"Illegal Contact",1
"912",2024,"NE",2,"Offensive Holding",1
"913",2024,"NE",2,NA,84
"914",2024,"NE",3,"Defensive Pass Interference",1
"915",2024,"NE",3,"Face Mask",1
"916",2024,"NE",3,"Offensive Holding",1
"917",2024,"NE",3,"Unnecessary Roughness",1
"918",2024,"NE",3,NA,60
"919",2024,"NE",4,"Defensive Pass Interference",1
"920",2024,"NE",4,"Defensive Too Many Men on Field",1
"921",2024,"NE",4,"Delay of Game",1
"922",2024,"NE",4,"Illegal Block Above the Waist",1
"923",2024,"NE",4,NA,77
"924",2024,"NE",5,"Defensive Holding",1
"925",2024,"NE",5,"Delay of Game",1
"926",2024,"NE",5,"False Start",2
"927",2024,"NE",5,"Offensive Holding",5
"928",2024,"NE",5,"Roughing the Passer",1
"929",2024,"NE",5,NA,71
"930",2024,"NE",6,"Defensive Pass Interference",1
"931",2024,"NE",6,"False Start",3
"932",2024,"NE",6,"Illegal Use of Hands",1
"933",2024,"NE",6,"Ineligible Downfield Pass",1
"934",2024,"NE",6,NA,81
"935",2024,"NE",7,"Defensive Offside",2
"936",2024,"NE",7,"Defensive Pass Interference",1
"937",2024,"NE",7,"False Start",3
"938",2024,"NE",7,"Illegal Shift",1
"939",2024,"NE",7,"Neutral Zone Infraction",1
"940",2024,"NE",7,"Offensive Holding",1
"941",2024,"NE",7,NA,69
"942",2024,"NE",8,"Defensive Holding",1
"943",2024,"NE",8,"Defensive Offside",1
"944",2024,"NE",8,"Neutral Zone Infraction",1
"945",2024,"NE",8,"Offensive Holding",2
"946",2024,"NE",8,"Roughing the Passer",1
"947",2024,"NE",8,NA,76
"948",2024,"NO",1,"Defensive Pass Interference",1
"949",2024,"NO",1,"Delay of Game",1
"950",2024,"NO",1,"Illegal Formation",1
"951",2024,"NO",1,"Kick Catch Interference",1
"952",2024,"NO",1,"Offensive Holding",3
"953",2024,"NO",1,"Unnecessary Roughness",2
"954",2024,"NO",1,NA,72
"955",2024,"NO",2,"Defensive Pass Interference",1
"956",2024,"NO",2,"Ineligible Downfield Pass",1
"957",2024,"NO",2,"Offensive Holding",1
"958",2024,"NO",2,"Unnecessary Roughness",1
"959",2024,"NO",2,NA,69
"960",2024,"NO",3,"Encroachment",1
"961",2024,"NO",3,"False Start",1
"962",2024,"NO",3,"Unnecessary Roughness",1
"963",2024,"NO",3,NA,65
"964",2024,"NO",4,"Defensive Holding",1
"965",2024,"NO",4,"Defensive Offside",1
"966",2024,"NO",4,"False Start",2
"967",2024,"NO",4,"Illegal Formation",1
"968",2024,"NO",4,"Illegal Motion",1
"969",2024,"NO",4,"Offensive Holding",1
"970",2024,"NO",4,"Unnecessary Roughness",1
"971",2024,"NO",4,NA,84
"972",2024,"NO",5,"Defensive Offside",1
"973",2024,"NO",5,"False Start",1
"974",2024,"NO",5,"Illegal Shift",1
"975",2024,"NO",5,"Unnecessary Roughness",1
"976",2024,"NO",5,NA,65
"977",2024,"NO",6,"Defensive Holding",2
"978",2024,"NO",6,"Defensive Pass Interference",1
"979",2024,"NO",6,"Face Mask",1
"980",2024,"NO",6,"Illegal Shift",1
"981",2024,"NO",6,NA,88
"982",2024,"NO",7,"Defensive Offside",1
"983",2024,"NO",7,"Defensive Pass Interference",1
"984",2024,"NO",7,"False Start",1
"985",2024,"NO",7,"Illegal Formation",1
"986",2024,"NO",7,"Illegal Use of Hands",1
"987",2024,"NO",7,"Neutral Zone Infraction",1
"988",2024,"NO",7,"Offensive Holding",1
"989",2024,"NO",7,NA,81
"990",2024,"NO",8,"False Start",1
"991",2024,"NO",8,"Illegal Block Above the Waist",1
"992",2024,"NO",8,"Ineligible Downfield Pass",1
"993",2024,"NO",8,"Offensive Holding",3
"994",2024,"NO",8,"Roughing the Passer",1
"995",2024,"NO",8,"Unnecessary Roughness",1
"996",2024,"NO",8,NA,86
"997",2024,"NYG",1,"Defensive Pass Interference",1
"998",2024,"NYG",1,"Delay of Game",2
"999",2024,"NYG",1,"False Start",1
"1000",2024,"NYG",1,"Offensive Holding",3
"1001",2024,"NYG",1,"Offensive Too Many Men on Field",1
"1002",2024,"NYG",1,NA,81
"1003",2024,"NYG",2,"Defensive Offside",1
"1004",2024,"NYG",2,"Defensive Pass Interference",1
"1005",2024,"NYG",2,"False Start",1
"1006",2024,"NYG",2,"Illegal Shift",1
"1007",2024,"NYG",2,"Unsportsmanlike Conduct",1
"1008",2024,"NYG",2,NA,63
"1009",2024,"NYG",3,"Defensive Offside",1
"1010",2024,"NYG",3,"False Start",3
"1011",2024,"NYG",3,"Offensive Holding",3
"1012",2024,"NYG",3,"Roughing the Passer",1
"1013",2024,"NYG",3,NA,83
"1014",2024,"NYG",4,"Defensive Offside",1
"1015",2024,"NYG",4,"Defensive Too Many Men on Field",1
"1016",2024,"NYG",4,"Face Mask",1
"1017",2024,"NYG",4,"Illegal Shift",1
"1018",2024,"NYG",4,"Ineligible Downfield Pass",1
"1019",2024,"NYG",4,"Neutral Zone Infraction",1
"1020",2024,"NYG",4,"Offensive Holding",1
"1021",2024,"NYG",4,NA,76
"1022",2024,"NYG",5,"Defensive Holding",2
"1023",2024,"NYG",5,"Unsportsmanlike Conduct",1
"1024",2024,"NYG",5,NA,84
"1025",2024,"NYG",6,"Defensive Holding",1
"1026",2024,"NYG",6,"Defensive Pass Interference",2
"1027",2024,"NYG",6,"Illegal Shift",1
"1028",2024,"NYG",6,"Ineligible Downfield Pass",1
"1029",2024,"NYG",6,"Offensive Holding",1
"1030",2024,"NYG",6,NA,85
"1031",2024,"NYG",7,"Defensive Offside",1
"1032",2024,"NYG",7,"Encroachment",1
"1033",2024,"NYG",7,"False Start",1
"1034",2024,"NYG",7,"Illegal Block Above the Waist",1
"1035",2024,"NYG",7,"Illegal Formation",1
"1036",2024,"NYG",7,"Ineligible Downfield Pass",1
"1037",2024,"NYG",7,"Offensive Pass Interference",1
"1038",2024,"NYG",7,NA,72
"1039",2024,"NYG",8,"Delay of Game",2
"1040",2024,"NYG",8,"False Start",2
"1041",2024,"NYG",8,"Illegal Shift",2
"1042",2024,"NYG",8,"Ineligible Downfield Pass",1
"1043",2024,"NYG",8,"Offensive Holding",2
"1044",2024,"NYG",8,"Roughing the Passer",1
"1045",2024,"NYG",8,NA,82
"1046",2024,"NYJ",1,"Illegal Touch Pass",1
"1047",2024,"NYJ",1,"Unnecessary Roughness",1
"1048",2024,"NYJ",1,NA,62
"1049",2024,"NYJ",2,"Defensive Delay of Game",1
"1050",2024,"NYJ",2,"Delay of Game",1
"1051",2024,"NYJ",2,"Intentional Grounding",1
"1052",2024,"NYJ",2,"Roughing the Passer",1
"1053",2024,"NYJ",2,NA,71
"1054",2024,"NYJ",3,"False Start",1
"1055",2024,"NYJ",3,"Illegal Motion",1
"1056",2024,"NYJ",3,"Leverage",1
"1057",2024,"NYJ",3,"Offensive Holding",2
"1058",2024,"NYJ",3,"Roughing the Passer",1
"1059",2024,"NYJ",3,"Unnecessary Roughness",3
"1060",2024,"NYJ",3,NA,77
"1061",2024,"NYJ",4,"Defensive Pass Interference",2
"1062",2024,"NYJ",4,"False Start",5
"1063",2024,"NYJ",4,"Ineligible Downfield Pass",1
"1064",2024,"NYJ",4,"Kick Catch Interference",1
"1065",2024,"NYJ",4,"Offensive Holding",1
"1066",2024,"NYJ",4,"Unsportsmanlike Conduct",1
"1067",2024,"NYJ",4,NA,84
"1068",2024,"NYJ",5,"Defensive Pass Interference",1
"1069",2024,"NYJ",5,"Delay of Game",2
"1070",2024,"NYJ",5,"Illegal Block Above the Waist",1
"1071",2024,"NYJ",5,"Offensive Holding",1
"1072",2024,"NYJ",5,"Roughing the Kicker",1
"1073",2024,"NYJ",5,NA,84
"1074",2024,"NYJ",6,"Defensive Pass Interference",1
"1075",2024,"NYJ",6,"Delay of Game",1
"1076",2024,"NYJ",6,"False Start",1
"1077",2024,"NYJ",6,"Low Block",1
"1078",2024,"NYJ",6,"Offensive Holding",4
"1079",2024,"NYJ",6,"Unnecessary Roughness",1
"1080",2024,"NYJ",6,NA,70
"1081",2024,"NYJ",7,"False Start",3
"1082",2024,"NYJ",7,"Leverage",1
"1083",2024,"NYJ",7,"Offensive Holding",1
"1084",2024,"NYJ",7,"Unnecessary Roughness",1
"1085",2024,"NYJ",7,NA,70
"1086",2024,"NYJ",8,"Defensive Holding",1
"1087",2024,"NYJ",8,"Defensive Pass Interference",2
"1088",2024,"NYJ",8,"Delay of Game",2
"1089",2024,"NYJ",8,"Illegal Use of Hands",1
"1090",2024,"NYJ",8,"Ineligible Downfield Pass",1
"1091",2024,"NYJ",8,NA,72
"1092",2024,"PHI",1,"Defensive Holding",2
"1093",2024,"PHI",1,"Encroachment",1
"1094",2024,"PHI",1,"False Start",1
"1095",2024,"PHI",1,"Illegal Formation",1
"1096",2024,"PHI",1,NA,90
"1097",2024,"PHI",2,"Delay of Game",2
"1098",2024,"PHI",2,"Ineligible Downfield Pass",3
"1099",2024,"PHI",2,"Offensive Holding",2
"1100",2024,"PHI",2,NA,79
"1101",2024,"PHI",3,"False Start",2
"1102",2024,"PHI",3,"Illegal Formation",1
"1103",2024,"PHI",3,"Illegal Use of Hands",1
"1104",2024,"PHI",3,"Offensive Holding",2
"1105",2024,"PHI",3,"Offensive Too Many Men on Field",1
"1106",2024,"PHI",3,NA,77
"1107",2024,"PHI",4,"Defensive Holding",1
"1108",2024,"PHI",4,"False Start",1
"1109",2024,"PHI",4,"Offensive Holding",1
"1110",2024,"PHI",4,NA,69
"1111",2024,"PHI",6,"False Start",3
"1112",2024,"PHI",6,NA,77
"1113",2024,"PHI",7,"Defensive Offside",1
"1114",2024,"PHI",7,"False Start",1
"1115",2024,"PHI",7,"Player Out of Bounds on Kick",1
"1116",2024,"PHI",7,"Roughing the Kicker",1
"1117",2024,"PHI",7,NA,79
"1118",2024,"PHI",8,"False Start",1
"1119",2024,"PHI",8,"Illegal Use of Hands",1
"1120",2024,"PHI",8,"Offensive Holding",2
"1121",2024,"PHI",8,"Unnecessary Roughness",1
"1122",2024,"PHI",8,NA,71
"1123",2024,"PIT",1,"Defensive Holding",1
"1124",2024,"PIT",1,"False Start",2
"1125",2024,"PIT",1,"Illegal Shift",1
"1126",2024,"PIT",1,"Offensive Holding",1
"1127",2024,"PIT",1,"Offensive Pass Interference",1
"1128",2024,"PIT",1,NA,78
"1129",2024,"PIT",2,"Defensive Holding",1
"1130",2024,"PIT",2,"Defensive Pass Interference",2
"1131",2024,"PIT",2,"False Start",1
"1132",2024,"PIT",2,"Neutral Zone Infraction",1
"1133",2024,"PIT",2,"Offensive Holding",6
"1134",2024,"PIT",2,"Offensive Pass Interference",1
"1135",2024,"PIT",2,"Unnecessary Roughness",1
"1136",2024,"PIT",2,NA,69
"1137",2024,"PIT",3,"Defensive Holding",1
"1138",2024,"PIT",3,"Face Mask",1
"1139",2024,"PIT",3,"Illegal Formation",2
"1140",2024,"PIT",3,"Roughing the Passer",1
"1141",2024,"PIT",3,"Unnecessary Roughness",1
"1142",2024,"PIT",3,NA,76
"1143",2024,"PIT",4,"Defensive Offside",1
"1144",2024,"PIT",4,"Delay of Game",1
"1145",2024,"PIT",4,"False Start",1
"1146",2024,"PIT",4,"Roughing the Passer",2
"1147",2024,"PIT",4,"Unnecessary Roughness",1
"1148",2024,"PIT",4,NA,79
"1149",2024,"PIT",5,"Defensive Holding",1
"1150",2024,"PIT",5,"False Start",3
"1151",2024,"PIT",5,"Illegal Use of Hands",1
"1152",2024,"PIT",5,"Offensive Holding",1
"1153",2024,"PIT",5,"Roughing the Passer",1
"1154",2024,"PIT",5,"Unnecessary Roughness",1
"1155",2024,"PIT",5,NA,70
"1156",2024,"PIT",6,"Delay of Game",2
"1157",2024,"PIT",6,"False Start",1
"1158",2024,"PIT",6,"Illegal Forward Pass",1
"1159",2024,"PIT",6,"Offensive Holding",3
"1160",2024,"PIT",6,"Roughing the Passer",2
"1161",2024,"PIT",6,NA,75
"1162",2024,"PIT",7,"Defensive Pass Interference",1
"1163",2024,"PIT",7,"Offensive Holding",2
"1164",2024,"PIT",7,NA,81
"1165",2024,"PIT",8,"Defensive Holding",1
"1166",2024,"PIT",8,"Defensive Too Many Men on Field",1
"1167",2024,"PIT",8,"Face Mask",1
"1168",2024,"PIT",8,"False Start",2
"1169",2024,"PIT",8,"Offensive Holding",1
"1170",2024,"PIT",8,NA,79
"1171",2024,"SEA",1,"Defensive Offside",1
"1172",2024,"SEA",1,"Defensive Pass Interference",2
"1173",2024,"SEA",1,"False Start",2
"1174",2024,"SEA",1,"Neutral Zone Infraction",1
"1175",2024,"SEA",1,"Offensive Holding",3
"1176",2024,"SEA",1,"Offensive Pass Interference",1
"1177",2024,"SEA",1,"Roughing the Passer",1
"1178",2024,"SEA",1,NA,75
"1179",2024,"SEA",2,"Defensive Pass Interference",2
"1180",2024,"SEA",2,"Delay of Game",1
"1181",2024,"SEA",2,"False Start",1
"1182",2024,"SEA",2,"Offensive Holding",1
"1183",2024,"SEA",2,"Unnecessary Roughness",1
"1184",2024,"SEA",2,NA,81
"1185",2024,"SEA",3,"Face Mask",1
"1186",2024,"SEA",3,"False Start",3
"1187",2024,"SEA",3,"Illegal Formation",1
"1188",2024,"SEA",3,"Intentional Grounding",1
"1189",2024,"SEA",3,"Offensive Holding",3
"1190",2024,"SEA",3,"Offensive Pass Interference",1
"1191",2024,"SEA",3,NA,70
