gid,pid,detail,no_play,off,def,type,psr,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,back,hash,mot,box,pap,trick,qbp,qbhi,qbhu,qbru,sneak,scrm,htm,pru,blz,oop,oopd,cov_type,cnb,cball,qbta,high,crr,intw,drp,avsk,fread,scre,mbt,ttp,qbsk,ttpr,dot,yac,yaco,sep,qb_pos,inc_type,rte,read,concept,rmod,pres1_type,pres1_def,pres1_off,pres2_type,pres2_def,pres2_off,pres3_type,pres3_def,pres3_off,mt1_def,mt1_type,mt1_cause,mt2_def,mt2_type,mt2_cause,mt3_def,mt3_type,mt3_cause,pri_def,sec_def,shell,rpo,trg_sep,bb_off1,bb_def1,bb_off2,bb_def2,bb_off3,bb_def3
6452,1058668,(1:51) (Shotgun) 1-K.Murray pass short right to 85-T.McBride to ARZ 45 for 5 yards (43-T.Bernard).,FALSE,ARZ,BUF,PASS,00-0035228,00-0037744,,4,ARI 40,2,10,40,3,5,1,0,1,0,1,0,1,R,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,0,0,0,2.1,0,NA,5,0,0,OPN,S,,3 - Hitch/Curl,2,,,,,,,,,,,,,,,,,,,,,00-0037254,,3,0,1,,,,,,
6452,1058669,"(1:33) (No Huddle, Shotgun) 1-K.Murray pass short left to 4-G.Dortch pushed ob at BUF 43 for 12 yards (39-C.Lewis).",FALSE,ARZ,BUF,PASS,00-0035228,00-0035500,,4,ARI 45,3,5,45,3,12,1,1,1,1,1,0,1,R,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,1,0,0,1.9,0,NA,4,8,NA,OPN,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0035357,,2,0,3,,,,,,
6452,1058670,(1:28) (Shotgun) 1-K.Murray pass short left to 85-T.McBride to BUF 39 for 4 yards (42-Do.Williams).,FALSE,ARZ,BUF,PASS,00-0035228,00-0037744,,4,BUF 43,1,10,57,3,4,0,0,1,0,1,0,0,L,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNH,0,1,0,0,0,0,0,0,1,0,0,2.1,0,NA,4,0,0,STP,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0038557,,2,0,1,,,,,,
6452,1058671,"(1:10) (No Huddle, Shotgun) 1-K.Murray pass short right to 4-G.Dortch pushed ob at BUF 32 for 7 yards (42-Do.Williams).",FALSE,ARZ,BUF,PASS,00-0035228,00-0035500,,4,BUF 39,2,6,61,4,7,1,1,1,1,1,0,1,L,0,6,0,0,0,0,0,0,0,0,0,5,1,1,BL,Z-UND,0,1,0,0,0,0,0,0,0,0,0,7.2,0,NA,7,0,1,STP,S,,2 - Quick Out,SD,,,,,,,,,,,,,,,,,,,,,00-0038557,,2M,0,1,,,,,,
6452,1058672,"(:44) (No Huddle, Shotgun) 1-K.Murray pass incomplete short left to 85-T.McBride.",FALSE,ARZ,BUF,PASS,00-0035228,00-0037744,,4,BUF 32,1,10,68,4,0,0,0,1,1,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,5,1,0,,M-SNH,0,1,0,0,0,0,1,0,0,0,0,2.9,0,NA,3,NA,NA,CLS,S,DP,3 - Hitch/Curl,CHK,,,,,,,,,,,,,,,,,,,,,00-0037318,,3,0,0,,,,,,
6452,1058673,(:40) (Shotgun) 1-K.Murray pass incomplete short middle to 4-G.Dortch. Receiver fell during route.,FALSE,ARZ,BUF,PASS,00-0035228,00-0035500,,4,BUF 32,2,10,68,4,0,0,0,1,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,6,2,0,,M-SNH,0,0,0,0,0,0,0,0,1,0,0,2.1,0,NA,15,NA,NA,TCV,S,CC,1 - Slant,1,,,,,,,,,,,,,,,,,,,,,00-0035357,,1,0,0,,,,,,
6452,1058674,(:36) (Shotgun) 6-J.Conner right guard to BUF 29 for 3 yards (42-Do.Williams).,FALSE,ARZ,BUF,RUSH,,,00-0033553,4,BUF 32,3,10,68,4,3,0,0,1,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,Power,Pull Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6452,1058675,Timeout #1 by ARZ at 00:32.,TRUE,NA,NA,NOPL,,,,4,BUF 29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6452,1058676,(:32) (Shotgun) 1-K.Murray pass incomplete deep left to 4-G.Dortch (46-J.Ingram). Receiver and coverage along sideline at BUF 2.,FALSE,ARZ,BUF,PASS,00-0035228,00-0035500,,4,BUF 29,4,7,71,4,0,0,0,1,0,0,0,1,R,0,6,0,0,0,0,0,0,0,0,0,6,2,0,,M-SNH,0,0,0,0,0,0,0,0,1,0,0,2.4,0,NA,27,NA,NA,TCV,S,CC,6 - Corner,1,,,,,,,,,,,,,,,,,,,,,00-0037661,,1,0,0,,,,,,
6452,1058677,(:26) 17-J.Allen kneels to BUF 28 for -1 yards.,FALSE,BUF,ARZ,RUSH,,,00-0034857,4,BUF 29,1,10,29,2,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,Kneel,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058678,8-C.Santos kicks 66 yards from CHI 35 to TEN -1. 19-J.Jackson to TEN 22 for 23 yards (21-J.Jones).,FALSE,TEN,CHI,KOFF,,,,1,CHI 35,0,0,65,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058679,(14:53) 20-T.Pollard right tackle to TEN 23 for 1 yard (99-G.Dexter; 97-A.Billings).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,TEN 22,1,10,22,2,1,0,0,0,0,0,0,2,R,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1,,U,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058680,(14:16) (Shotgun) 8-W.Levis pass incomplete short left to 20-T.Pollard.,FALSE,TEN,CHI,PASS,00-0039152,00-0035261,,1,TEN 23,2,9,23,2,0,0,0,1,0,0,0,1,R,0,7,0,0,1,0,1,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,1,0,0,0,0,2.55,0,2.51,-4,NA,NA,CLS,S,DP,10 - Swing,CHK,,,P,00-0035647,00-0037754,,,,,,,,,,,,,,,,00-0038111,,2,0,3,,,,,,
6453,1058681,(14:11) (Shotgun) 8-W.Levis pass incomplete short left to 83-T.Boyd.,FALSE,TEN,CHI,PASS,00-0039152,00-0033009,,1,TEN 23,3,9,23,2,0,0,0,1,0,0,0,1,R,1,5,0,0,0,0,0,0,0,0,0,4,1,0,,M-SNG,0,0,0,0,0,0,0,0,0,0,0,2.96,0,NA,5,NA,NA,STP,S,IAT,4 - Deep Out,2,,,,,,,,,,,,,,,,,,,,,00-0039071,,2M,0,1,,,,,,
6453,1058682,"(14:06) 4-R.Stonehouse punts 50 yards to CHI 27, Center-46-M.Cox. 11-D.Carter ran ob at CHI 43 for 16 yards (50-J.Gibbens).",FALSE,TEN,CHI,PUNT,,,,1,TEN 23,4,9,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058683,(13:57) 4-D.Swift left tackle to CHI 49 for 6 yards (50-J.Gibbens).,FALSE,CHI,TEN,RUSH,,,00-0036275,1,CHI 43,1,10,43,3,6,1,0,0,0,0,0,1,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,U,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058684,(13:20) (Shotgun) 18-C.Williams pass short right to 2-D.Moore to 50 for 1 yard (37-A.Hooker).,FALSE,CHI,TEN,PASS,00-0039918,00-0034827,,1,CHI 49,2,4,49,3,1,0,0,1,0,1,0,1,L,1,5,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,0,1,0,1.1,0,NA,-2,3,0,WO,S,,0 - Screen,SD,,,,,,,,,,,,,,,,,,,,,00-0035632,,2,1,5+,,,,,,
6453,1058685,"(12:47) (No Huddle, Shotgun) 18-C.Williams pass incomplete deep left to 2-D.Moore.",FALSE,CHI,TEN,PASS,00-0039918,00-0034827,,1,MID 50,3,3,50,3,0,0,0,1,1,0,0,1,R,1,6,0,0,1,0,1,0,0,0,0,0,0,1,P,M-SNG,0,0,0,0,0,0,0,1,0,0,0,5.45,0,1.4,24,NA,NA,TCV,S,IAT,4 - Deep Out,SD,,,P,00-0034825,00-0036953,C,00-0037596,,,,,,,,,,,,,,00-0036374,,2M,0,1,,,,,,
6453,1058686,"(12:39) 19-T.Taylor punts 50 yards to end zone, Center-46-S.Daly, Touchback.",FALSE,CHI,TEN,PUNT,,,,1,MID 50,4,3,50,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058687,(12:29) 20-T.Pollard left guard to TEN 21 for 1 yard (9-J.Brisker).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,TEN 20,1,10,20,2,1,0,0,0,0,0,0,2,L,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Inside Zone,Misdirection,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058688,"(11:50) (Shotgun) PENALTY on TEN-78-N.Petit-Frere, False Start, 5 yards, enforced at TEN 21 - No Play.",TRUE,TEN,CHI,NOPL,,,,1,TEN 21,2,9,21,2,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058689,(11:22) (Shotgun) 20-T.Pollard right tackle to TEN 17 for 1 yard (95-D.Walker).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,TEN 16,2,14,16,1,1,0,0,1,0,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,Outside Zone,Pull Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058690,(10:38) (Shotgun) 8-W.Levis pass short middle to 2-T.Spears to TEN 19 for 2 yards (53-T.Edwards).,FALSE,TEN,CHI,PASS,00-0039152,00-0039032,,1,TEN 17,3,13,17,1,2,0,0,1,0,1,0,0,R,1,3,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,0,0,0,1.94,0,NA,1,1,0,OPN,S,,3 - Hitch/Curl,CHK,,,,,,,,,,,,,,,,,,,,,00-0035386,,2,0,5+,,,,,,
6453,1058691,"(9:59) 4-R.Stonehouse punts 49 yards to CHI 32, Center-46-M.Cox. 11-D.Carter ran ob at TEN 48 for 20 yards (92-J.Harrell).",FALSE,TEN,CHI,PUNT,,,,1,TEN 19,4,11,19,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058692,(9:46) 4-D.Swift left end to TEN 42 for 6 yards (58-H.Landry).,FALSE,CHI,TEN,RUSH,,,00-0036275,1,TEN 48,1,10,52,3,6,1,0,0,0,0,0,2,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Outside Zone,Pull Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058693,(9:04) 4-D.Swift left end to TEN 41 for 1 yard (56-K.Murray).,FALSE,CHI,TEN,RUSH,,,00-0036275,1,TEN 42,2,4,58,3,1,0,0,0,0,0,0,2,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Outside Zone,Lead,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058694,"(8:22) (No Huddle, Shotgun) 18-C.Williams pass incomplete deep left to 13-K.Allen.",FALSE,CHI,TEN,PASS,00-0039918,00-0030279,,1,TEN 41,3,3,59,3,0,0,0,1,1,0,0,0,L,0,6,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,0,0,0,0,0,0,0,0,1,0,0,2.53,0,NA,28,NA,NA,OPN,S,IAT,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0035632,,C,0,3,,,,,,
6453,1058695,(8:17) (Shotgun) 18-C.Williams pass short left to 13-K.Allen to TEN 36 for 5 yards (38-L.Sneed).,FALSE,CHI,TEN,PASS,00-0039918,00-0030279,,1,TEN 41,4,3,59,3,5,1,1,1,0,1,0,1,L,1,5,1,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,0,1,0,0,0,0,0,0,1,0,0,2.21,0,NA,5,0,1,STP,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0036374,,1,0,1,,,,,,
6453,1058696,"(7:42) 18-C.Williams pass incomplete deep left.PENALTY on TEN, Defensive Too Many Men on Field, 5 yards, enforced at TEN 36 - No Play.Penalty on TEN-38-L.Sneed, Defensive Holding, declined.",TRUE,CHI,TEN,NOPL,00-0039918,,,1,TEN 36,1,10,64,4,0,1,0,0,0,0,0,1,L,0,6,0,0,1,0,1,0,0,0,0,5,0,1,P,M-SNG,1,0,0,0,0,0,0,0,0,0,0,5.33,0,4.77,0,NA,NA,TCV,U,PEN,9 - Go,SD,,,P,00-0038985,00-0035649,,,,,,,,,,,,,,,,00-0036374,,2M,0,0,,,,,,
6453,1058697,(7:33) (Shotgun) 12-V.Jones left tackle to TEN 25 for 6 yards (56-K.Murray).,FALSE,CHI,TEN,RUSH,,,00-0037745,1,TEN 31,1,5,69,4,6,1,1,1,0,0,0,2,L,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,S,,,,Outside Zone,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
6453,1058698,(6:57) 18-C.Williams sacked at TEN 44 for -19 yards (69-S.Joseph).,FALSE,CHI,TEN,PASS,00-0039918,,,1,TEN 25,1,10,75,4,-19,0,0,0,0,0,0,1,L,1,5,1,0,1,1,0,0,0,0,0,4,0,1,P,,0,0,0,0,0,0,0,0,0,0,0,NA,1,3.78,NA,NA,NA,,U,,,,,,P,00-0038985,00-0034114,C,00-0034810,,,,,,,,,,,,,,,,2M,0,,,,,,,
6453,1058699,Timeout #1 by CHI at 06:09.,TRUE,NA,NA,NOPL,,,,1,TEN 44,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058700,(6:09) (Shotgun) 18-C.Williams pass incomplete short middle to 15-R.Odunze (37-A.Hooker).,FALSE,CHI,TEN,PASS,00-0039918,00-0039919,,1,TEN 44,2,29,56,3,0,0,0,1,0,0,0,1,L,1,6,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,1,1,0,0,0,0,0,0,1,0,0,2.9,0,NA,12,NA,NA,CLS,S,FI,3 - Hitch/Curl,1,,,,,,,,,,,,,,,,,,,,,00-0035632,,2M,0,1,,,,,,
6453,1058701,"(6:04) (Shotgun) 18-C.Williams pass short right to 14-G.Everett to TEN 45 for -1 yards (21-R.McCreary, 58-H.Landry).",FALSE,CHI,TEN,PASS,00-0039918,00-0033895,,1,TEN 44,3,29,56,3,-1,0,0,1,0,1,0,2,L,0,5,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,0,1,0,2.2,0,NA,-5,4,0,OPN,S,,0 - Screen,DES,,,,,,,,,,,,,,,,,,,,,00-0038125,,6,0,5+,,,,,,
6453,1058702,"(5:33) 19-T.Taylor punts 34 yards to TEN 11, Center-46-S.Daly, fair catch by 19-J.Jackson.PENALTY on CHI-46-S.Daly, Offensive Holding, 10 yards, enforced at TEN 11.",FALSE,CHI,TEN,PUNT,,,,1,TEN 45,4,30,55,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058703,(5:26) 8-W.Levis pass short right to 84-N.Vannett pushed ob at TEN 29 for 8 yards (53-T.Edwards).,FALSE,TEN,CHI,PASS,00-0039152,00-0032394,,1,TEN 21,1,10,21,2,8,1,0,0,0,1,0,1,R,1,6,1,0,1,0,1,0,0,0,0,4,0,1,DR,Z-UND,0,1,0,0,0,0,0,0,0,0,0,2.76,0,2.76,0,8,0,WO,U,,2 - Quick Out,DES,,,C,00-0035386,,,,,,,,,,,,,,,,,00-0035386,,6,0,5+,,,,,,
6453,1058704,(4:49) (Shotgun) 20-T.Pollard right tackle to TEN 36 for 7 yards (49-T.Edmunds; 29-T.Stevenson).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,TEN 29,2,2,29,2,7,1,1,1,0,0,0,1,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,S,,,,Inside Zone,Split,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058705,(4:11) 20-T.Pollard left end ran ob at 50 for 14 yards (9-J.Brisker).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,TEN 36,1,10,36,2,14,1,1,0,0,0,0,2,R,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,13,,U,,,,Outside Zone,Pull Lead,,,,,,,,,,00-0035386,2ND,GB,00-0034673,DFD,PW,,,,,,,0,,,,,,,
6453,1058706,(3:32) (Shotgun) 8-W.Levis pass short left to 0-C.Ridley to CHI 44 for 6 yards (53-T.Edwards).,FALSE,TEN,CHI,PASS,00-0039152,00-0034837,,1,MID 50,1,10,50,3,6,1,0,1,0,1,0,0,R,0,5,0,0,0,0,0,0,0,0,0,4,0,0,,Z-UND,0,1,0,0,0,0,0,0,1,0,0,2.36,0,NA,4,2,1,OPN,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0035386,,C,0,2,,,,,,
6453,1058707,(2:52) (Shotgun) 8-W.Levis pass short right to 2-T.Spears to CHI 39 for 5 yards (31-K.Byard).,FALSE,TEN,CHI,PASS,00-0039152,00-0039032,,1,CHI 44,2,4,56,3,5,1,1,1,0,1,0,1,L,0,6,0,0,0,0,0,0,0,0,0,5,1,0,,Z-UND,0,1,0,0,0,0,0,0,0,0,0,1.56,0,NA,-6,11,1,WO,S,,10 - Swing,DES,,,,,,,,,,,,,,,,,,,,,00-0033132,,2M,0,5+,,,,,,
6453,1058708,(2:11) 16-T.Burks left end pushed ob at CHI 33 for 6 yards (9-J.Brisker).,FALSE,TEN,CHI,RUSH,,,00-0037742,1,CHI 39,1,10,61,4,6,1,0,0,0,0,0,1,R,0,7,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,7,,U,,,,Trick/WR Run,Misdirection,,,,,,,,,,00-0038111,LOS,GB,,,,,,,,,,0,,,,,,,
6453,1058709,(1:28) (Shotgun) 20-T.Pollard left tackle to CHI 26 for 7 yards (91-Ch.Williams).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,CHI 33,2,4,67,4,7,1,1,1,0,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,P,,,,Inside Zone,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058710,"(:47) (Shotgun) 20-T.Pollard left guard for 26 yards, TOUCHDOWN.",FALSE,TEN,CHI,RUSH,,,00-0035261,1,CHI 26,1,10,74,4,26,1,1,1,0,0,0,1,L,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,S,,,,Power,Wham,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058711,"6-N.Folk extra point is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse.",FALSE,TEN,CHI,FGXP,,,,1,CHI 15,0,0,85,5,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058712,"6-N.Folk kicks 63 yards from TEN 35 to CHI 2. 12-V.Jones MUFFS catch, touched at CHI 3, RECOVERED by TEN-36-J.Chestnut at CHI 23.",FALSE,CHI,TEN,KOFF,,,,1,TEN 35,0,0,65,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058713,(:36) 20-T.Pollard right guard to CHI 19 for 4 yards (98-M.Sweat).,FALSE,TEN,CHI,RUSH,,,00-0035261,1,CHI 23,1,10,77,4,4,0,0,0,0,0,0,1,R,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,4,,U,,,,Inside Zone,Split,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058714,(15:00) (Shotgun) 8-W.Levis sacked at CHI 22 for -3 yards (52-D.Taylor).,FALSE,TEN,CHI,PASS,00-0039152,,,2,CHI 19,2,6,81,5,-3,0,0,1,0,0,0,1,R,1,6,0,0,1,1,0,0,0,0,0,4,0,1,P,,0,0,0,0,0,0,0,0,0,0,0,NA,1,2.41,NA,NA,NA,,S,,,SD,,,P,00-0036413,00-0039731,,,,,,,,,,,,,,,,,,1,0,,,,,,,
6453,1058715,(14:14) (Shotgun) 8-W.Levis pass incomplete short middle.,FALSE,TEN,CHI,PASS,00-0039152,,,2,CHI 22,3,9,78,4,0,0,0,1,0,0,0,1,L,1,6,0,0,1,0,1,0,0,0,0,6,2,1,P,M-SNG,0,0,1,0,0,0,0,1,0,1,0,1.9,0,1.9,-8,NA,NA,TCV,S,TA,0 - Screen,DES,,,P,00-0036413,00-0037754,,,,,,,,,,,,,,,,00-0035386,,1,0,1,,,,,,
6453,1058716,"(14:11) 6-N.Folk 40 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse.",FALSE,TEN,CHI,FGXP,,,,2,CHI 22,4,9,78,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058717,"6-N.Folk kicks 65 yards from TEN 35 to end zone, Touchback to the CHI 30.",FALSE,CHI,TEN,KOFF,,,,2,TEN 35,0,0,65,4,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058718,(14:06) 18-C.Williams pass short right to 2-D.Moore pushed ob at CHI 41 for 11 yards (29-J.Brownlee).,FALSE,CHI,TEN,PASS,00-0039918,00-0034827,,2,CHI 30,1,10,30,2,11,1,1,0,0,1,0,1,M,1,5,1,0,1,0,1,0,0,0,0,6,2,1,DR,M-SNG,0,1,0,0,0,0,0,1,1,0,0,2.91,0,2.91,11,0,0,STP,U,,4 - Deep Out,1,,,C,00-0034810,,,,,,,,,,,,,,,,,00-0039372,,2M,0,1,,,,,,
6453,1058719,(13:28) (Shotgun) 18-C.Williams pass short left to 13-K.Allen pushed ob at 50 for 9 yards (21-R.McCreary).,FALSE,CHI,TEN,PASS,00-0039918,00-0030279,,2,CHI 41,1,10,41,3,9,1,0,1,0,1,0,1,R,1,5,0,0,0,0,0,0,0,0,0,4,0,0,,M-SNG,0,1,0,0,0,0,0,0,1,0,0,1.8,0,NA,6,3,0,OPN,S,,2 - Quick Out,1,,,,,,,,,,,,,,,,,,,,,00-0038125,,2M,0,2,,,,,,
6453,1058720,(13:07) (No Huddle) 4-D.Swift right end to CHI 47 for -3 yards (29-J.Brownlee).,FALSE,CHI,TEN,RUSH,,,00-0036275,2,MID 50,2,1,50,3,-3,0,0,0,1,0,0,1,L,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2,,U,,,,Outside Zone,Pull Lead,,,,,,,,,,,,,,,,,,,,,,0,,00-0038932,00-0039372,,,,
6453,1058721,(12:24) (Shotgun) 18-C.Williams pass incomplete deep left to 11-D.Carter.,FALSE,CHI,TEN,PASS,00-0039918,00-0031763,,2,CHI 47,3,4,47,3,0,0,0,1,0,0,0,0,R,1,5,0,0,0,0,0,0,0,0,0,4,1,0,,M-SNG,0,0,0,0,0,0,0,0,1,0,0,2.1,0,NA,35,NA,NA,STP,S,IAT,9 - Go,1,,,,,,,,,,,,,,,,,,,,,00-0039372,,1,0,1,,,,,,
6453,1058722,"(12:19) 19-T.Taylor punts 43 yards to TEN 10, Center-46-S.Daly. 19-J.Jackson to TEN 17 for 7 yards (21-J.Jones).PENALTY on CHI-35-K.Blasingame, Offensive Holding, 10 yards, enforced at TEN 17.",FALSE,CHI,TEN,PUNT,,,,2,CHI 47,4,4,47,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6453,1058723,(12:07) (Shotgun) 8-W.Levis pass incomplete short right.,FALSE,TEN,CHI,PASS,00-0039152,,,2,TEN 27,1,10,27,2,0,0,0,1,0,0,0,1,R,1,5,1,0,1,0,1,0,0,0,0,4,0,1,DR,M-SNG,0,0,1,0,0,0,0,0,0,0,0,3.1,0,3.1,-2,NA,NA,CLS,S,TA,8 - Shallow Cross/Drag,DES,,,C,00-0035647,,,,,,,,,,,,,,,,,00-0034673,,1,0,2,,,,,,
