gid,pid,detail,off,def,type,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,dot,ptck1,ptck2,sk1,sk2,ptm,pen,desc,pey,act,ints,iry,fum,frcv,fry,forc,fuml,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,td,td_type,epa,dpbk,stunt,db_count
6733,1106019,(1:59) (Shotgun) 7-K.Pickett pass incomplete short left to 83-J.Dotson.,PHI,KC,PASS,3,4,1,59,40,14,1,0,4,6,50,3,0,0,0,1,0,0,,0,,,,00-0038102,0,0,SL,00-0037741,,6,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-2.72,00-0038102,0,5
6733,1106020,"(1:56) (Shotgun) 15-P.Mahomes pass deep middle to 1-X.Worthy for 50 yards, TOUCHDOWN.",KC,PHI,PASS,8,4,1,56,14,40,0,1,1,10,50,3,50,1,1,1,0,6,,0,,,,00-0033873,1,0,DM,00-0039894,,50,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,REC,4.289,00-0033873,0,5
6733,1106021,TWO-POINT CONVERSION ATTEMPT. 15-P.Mahomes pass to 8-D.Hopkins is complete. ATTEMPT SUCCEEDS.,KC,PHI,CONV,0,4,1,48,20,40,0,1,0,0,98,5,2,1,0,0,0,2,,0,,,,00-0033873,0,0,,00-0030564,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.053,00-0033873,0,5
6733,1106022,7-H.Butker kicks onside 9 yards from KC 35 to KC 44. 81-G.Calcaterra (didn't try to advance) to KC 44 for no gain.,PHI,KC,KOFF,1,4,1,48,40,22,1,0,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0033303,0,0,0,,0,0,,1.102,,0,
6733,1106023,(1:47) 7-K.Pickett kneels to KC 46 for -2 yards.,PHI,KC,RUSH,42,4,1,47,40,22,1,0,1,10,56,3,-2,0,0,0,0,0,00-0038102,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.6,,0,
6733,1106024,(1:05) 7-K.Pickett kneels to KC 47 for -1 yards.,PHI,KC,RUSH,38,4,1,5,40,22,1,0,2,12,54,3,-1,0,0,0,0,0,00-0038102,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.432,,0,
6733,1106025,(:27) 7-K.Pickett kneels to KC 48 for -1 yards.,PHI,KC,RUSH,0,4,0,27,40,22,1,0,3,13,53,3,-1,0,0,0,0,0,00-0038102,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.898,,0,
6734,1106026,"4-J.Elliott kicks 60 yards from PHI 35 to DAL 5. 9-K.Turpin pushed ob at DAL 32 for 27 yards (83-K.Granson). PHI-43-B.VanSumeren was injured during the play. PENALTY on PHI-98-J.Carter, Disqualification, 15 yards, enforced at DAL 32.",DAL,PHI,KOFF,6,1,15,0,0,0,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,PHI,00-0038386,Disqualification,15,NA,,,,,,,0,,,,,,,0,,,,0,,,0,00-0033787,60,33,0,00-0037801,27,0,,1.535,,0,
6734,1106027,(14:54) 33-J.Williams left tackle to PHI 46 for 7 yards (33-C.DeJean).,DAL,PHI,RUSH,32,1,14,54,0,0,3,3,1,10,47,3,7,1,0,0,0,0,00-0036997,0,LT,00-0039841,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.403,,0,5
6734,1106028,(14:22) (Shotgun) 9-K.Turpin right end to PHI 42 for 4 yards (33-C.DeJean; 53-Z.Baun).,DAL,PHI,RUSH,35,1,14,22,0,0,3,3,2,3,54,3,4,1,1,1,0,0,00-0037801,0,RE,00-0039841,00-0036418,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.314,,0,5
6734,1106029,(13:47) (Shotgun) 4-D.Prescott pass short right to 3-G.Pickens to PHI 36 for 6 yards (27-Q.Mitchell).,DAL,PHI,PASS,43,1,13,47,0,0,3,3,1,10,58,3,6,1,0,1,0,0,,0,,,,00-0033077,1,0,SR,00-0037247,,5,00-0039888,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.344,00-0033077,0,4
6734,1106030,(13:04) 33-J.Williams up the middle to PHI 33 for 3 yards (24-A.Mukuba).,DAL,PHI,RUSH,42,1,13,4,0,0,3,3,2,4,64,4,3,0,0,0,0,0,00-0036997,0,RM,00-0040749,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.052,,0,5
6734,1106031,(12:22) 4-D.Prescott pass deep right to 88-C.Lamb to PHI 1 for 32 yards (8-A.Jackson).,DAL,PHI,PASS,26,1,12,22,0,0,3,3,3,1,67,4,32,1,1,0,0,0,,0,,,,00-0033077,1,0,DR,00-0036358,,26,00-0033878,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,3.067,00-0033077,0,5
6734,1106032,"(11:56) (No Huddle, Shotgun) 4-D.Prescott pass incomplete short right to 88-C.Lamb. PENALTY on PHI-8-A.Jackson, Defensive Pass Interference, 0 yards, enforced at PHI 1 - No Play.",DAL,PHI,NOPL,4,1,11,56,0,0,3,3,1,1,99,5,0,0,1,1,1,0,,0,,,,00-0033077,0,0,,,,0,,,,,PHI,00-0033878,Defensive Pass Interference,0,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.001,00-0033077,0,5
6734,1106033,"(11:52) 33-J.Williams left guard for 1 yard, TOUCHDOWN.",DAL,PHI,RUSH,3,1,11,52,0,0,3,3,1,1,99,5,1,1,1,0,0,6,00-0036997,0,LG,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,0.62,,0,4
6734,1106034,"17-B.Aubrey extra point is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",DAL,PHI,FGXP,0,1,11,49,6,0,3,3,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0037692,33,1,,,,0,,,0,,,,0,,,0,,0.068,,0,
6734,1106035,"17-B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35. PENALTY on PHI-39-M.Epps, Illegal Motion, 5 yards, enforced at PHI 35.",PHI,DAL,KOFF,0,1,11,49,0,7,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,PHI,00-0034993,Illegal Motion,-5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,00-0037692,65,65,1,,0,0,,0.33,,0,
6734,1106036,(11:49) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert pushed ob at PHI 38 for 8 yards (59-K.Murray).,PHI,DAL,PASS,31,1,11,49,0,7,3,3,1,10,30,2,8,1,0,1,0,0,,0,,,,00-0036389,1,0,SL,00-0034351,,5,00-0036441,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.553,00-0036389,0,4
6734,1106037,(11:18) (Shotgun) 26-S.Barkley right guard to PHI 41 for 3 yards (95-K.Clark).,PHI,DAL,RUSH,38,1,11,18,0,7,3,3,2,2,38,2,3,1,1,1,0,0,00-0034844,0,RG,00-0033120,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.109,,0,4
6734,1106038,(10:40) 1-J.Hurts scrambles right tackle to PHI 48 for 7 yards (57-J.Sanborn).,PHI,DAL,RUSH,44,1,10,40,0,7,3,3,1,10,41,3,7,1,0,0,0,0,00-0036389,0,RT,00-0037109,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.267,00-0036389,0,4
6734,1106039,(9:56) 26-S.Barkley left end to DAL 36 for 16 yards (18-D.Clark; 26-D.Bland).,PHI,DAL,RUSH,47,1,9,56,0,7,3,3,2,3,48,3,16,1,1,0,0,0,00-0034844,0,LE,00-0037281,00-0037275,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.129,,0,4
6734,1106040,(9:09) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to DAL 30 for 6 yards (28-M.Hooker).,PHI,DAL,PASS,32,1,9,9,0,7,3,3,1,10,64,4,6,1,0,1,0,0,,0,,,,00-0036389,1,0,SM,00-0034351,,5,00-0033877,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.19,00-0036389,0,4
6734,1106041,"(8:37) (No Huddle, Shotgun) 28-W.Shipley right guard to DAL 25 for 5 yards (18-D.Clark; 59-K.Murray).",PHI,DAL,RUSH,29,1,8,37,0,7,3,3,2,4,70,4,5,1,1,1,1,0,00-0039746,0,RG,00-0037281,00-0036441,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.5,,0,4
6734,1106042,"(8:08) (No Huddle, Shotgun) 28-W.Shipley left end to DAL 5 for 20 yards (28-M.Hooker; 57-J.Sanborn).",PHI,DAL,RUSH,45,1,8,8,0,7,3,3,1,10,75,4,20,1,1,1,1,0,00-0039746,0,LE,00-0033877,00-0037109,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.415,,0,4
6734,1106043,(7:23) 26-S.Barkley left tackle to DAL 3 for 2 yards (41-D.Ezeiruaku).,PHI,DAL,RUSH,42,1,7,23,0,7,3,3,1,5,95,5,2,0,0,0,0,0,00-0034844,0,LT,00-0040725,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.078,,0,4
6734,1106044,"(6:41) 26-S.Barkley up the middle to DAL 4 for -1 yards (90-S.Thomas, 59-K.Murray).",PHI,DAL,RUSH,40,1,6,41,0,7,3,3,2,3,97,5,-1,0,0,0,0,0,00-0034844,0,RM,00-0033870,00-0036441,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.158,,0,4
6734,1106045,"(6:01) (Shotgun) 1-J.Hurts scrambles right end for 4 yards, TOUCHDOWN.",PHI,DAL,RUSH,6,1,6,1,0,7,3,3,3,4,96,5,4,1,1,1,0,6,00-0036389,0,RE,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,2.292,00-0036389,1,5
6734,1106046,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",PHI,DAL,FGXP,0,1,5,55,6,7,3,3,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0033787,33,1,,,,0,,,0,,,,0,,,0,,0.068,,0,
6734,1106047,"4-J.Elliott kicks 63 yards from PHI 35 to DAL 2. 9-K.Turpin to DAL 24 for 22 yards (0-J.Uche; 54-J.Trotter). PENALTY on DAL-35-M.Liufau, Unnecessary Roughness, 12 yards, enforced at DAL 24. Penalty on DAL-14-M.Bell, Unnecessary Roughness, declined.",DAL,PHI,KOFF,7,1,5,55,7,7,3,3,0,0,65,4,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,DAL,00-0039352,Unnecessary Roughness,-12,NA,,,,,,,0,,,,,,,0,,,,0,,,0,00-0033787,63,41,0,00-0037801,22,0,,-0.876,,0,
6734,1106048,(5:48) (Shotgun) 33-J.Williams left guard to DAL 15 for 3 yards (97-M.Ojomo; 53-Z.Baun).,DAL,PHI,RUSH,41,1,5,48,7,7,3,3,1,10,12,1,3,0,0,1,0,0,00-0036997,0,LG,00-0038412,00-0036418,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.393,,0,5
6734,1106049,(5:07) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to DAL 33 for 18 yards (32-R.Blankenship) [97-M.Ojomo].,DAL,PHI,PASS,42,1,5,7,7,7,3,3,2,7,15,1,18,1,1,1,0,0,,0,,,,00-0033077,1,0,SL,00-0036358,,13,00-0037130,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.776,00-0033077,0,5
6734,1106050,(4:25) 33-J.Williams right guard to DAL 38 for 5 yards (58-J.Hunt; 33-C.DeJean).,DAL,PHI,RUSH,40,1,4,25,7,7,3,3,1,10,33,2,5,1,0,0,0,0,00-0036997,0,RG,00-0039740,00-0039841,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.033,,0,4
6734,1106051,(3:45) 33-J.Williams left end to DAL 41 for 3 yards (24-A.Mukuba; 30-J.Campbell).,DAL,PHI,RUSH,44,1,3,45,7,7,3,3,2,5,38,2,3,0,0,0,0,0,00-0036997,0,LE,00-0040749,00-0040708,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.215,,0,5
6734,1106052,(3:01) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to PHI 33 for 26 yards (8-A.Jackson).,DAL,PHI,PASS,47,1,3,1,7,7,3,3,3,2,41,3,26,1,1,1,0,0,,0,,,,00-0033077,1,0,SL,00-0036358,,15,00-0033878,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,2.451,00-0033077,0,5
6734,1106053,"(2:14) (No Huddle, Shotgun) 4-D.Prescott pass short left to 24-M.Sanders to PHI 29 for 4 yards (32-R.Blankenship). PENALTY on DAL-73-T.Smith, Offensive Holding, 10 yards, enforced at PHI 33 - No Play.",DAL,PHI,NOPL,29,1,2,14,7,7,3,3,1,10,67,4,0,0,0,1,1,0,,0,,,,00-0033077,0,0,,,,0,,,,,DAL,00-0037243,Offensive Holding,-10,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.167,00-0033077,0,5
6734,1106054,(1:45) (Shotgun) 4-D.Prescott pass short right to 24-M.Sanders to PHI 46 for -3 yards (53-Z.Baun).,DAL,PHI,PASS,47,1,1,45,7,7,3,3,1,20,57,3,-3,0,0,1,0,0,,0,,,,00-0033077,1,0,SR,00-0035243,,-5,00-0036418,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.688,00-0033077,1,5
6734,1106055,"(:58) (Shotgun) 4-D.Prescott pass incomplete deep right to 3-G.Pickens (27-Q.Mitchell). PENALTY on PHI-27-Q.Mitchell, Defensive Pass Interference, 34 yards, enforced at PHI 46 - No Play.",DAL,PHI,NOPL,7,1,0,58,7,7,3,3,2,23,54,3,0,1,1,1,0,0,,0,,,,00-0033077,0,0,,,,0,,,,,PHI,00-0039888,Defensive Pass Interference,34,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,3.203,00-0033077,1,5
6734,1106056,(:51) 4-D.Prescott pass incomplete short left to 1-J.Tolbert.,DAL,PHI,PASS,5,1,0,51,7,7,3,3,1,10,88,5,0,0,0,0,0,0,,0,,,,00-0033077,0,0,SL,00-0037666,,12,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.473,00-0033077,0,4
6734,1106057,(:46) (Shotgun) 33-J.Williams up the middle to PHI 1 for 11 yards (32-R.Blankenship).,DAL,PHI,RUSH,46,1,0,46,7,7,3,3,2,10,88,5,11,1,1,1,0,0,00-0036997,0,RM,00-0037130,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.861,,0,4
6734,1106058,"(15:00) (Shotgun) 33-J.Williams up the middle for 1 yard, TOUCHDOWN.",DAL,PHI,RUSH,4,2,15,0,7,7,3,3,1,1,99,5,1,1,1,1,0,6,00-0036997,0,RM,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,0.622,,0,4
6734,1106059,"17-B.Aubrey extra point is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",DAL,PHI,FGXP,0,2,14,56,13,7,3,3,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0037692,33,1,,,,0,,,0,,,,0,,,0,,0.068,,0,
6734,1106060,"17-B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35.",PHI,DAL,KOFF,0,2,14,56,7,14,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0037692,65,65,1,,0,0,,0.566,,0,
6734,1106061,(14:56) (Shotgun) 26-S.Barkley right end to PHI 41 for 6 yards (97-O.Odighizuwa; 28-M.Hooker).,PHI,DAL,RUSH,44,2,14,56,7,14,3,3,1,10,35,2,6,1,0,1,0,0,00-0034844,0,RE,00-0036942,00-0033877,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.251,,0,4
6734,1106062,(14:12) (Shotgun) 1-J.Hurts pass short right to 6-D.Smith to PHI 47 for 6 yards (59-K.Murray).,PHI,DAL,PASS,43,2,14,12,7,14,3,3,2,4,41,3,6,1,1,1,0,0,,0,,,,00-0036389,1,0,SR,00-0036912,,4,00-0036441,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.555,00-0036389,0,5
6734,1106063,(13:29) (Shotgun) 26-S.Barkley right guard to DAL 49 for 4 yards (28-M.Hooker; 54-S.Williams).,PHI,DAL,RUSH,41,2,13,29,7,14,3,3,1,10,47,3,4,0,0,1,0,0,00-0034844,0,RG,00-0033877,00-0037665,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.23,,0,5
6734,1106064,(12:48) (Shotgun) 1-J.Hurts pass short right to 88-D.Goedert to DAL 46 for 3 yards (59-K.Murray).,PHI,DAL,PASS,47,2,12,48,7,14,3,3,2,6,51,3,3,0,0,1,0,0,,0,,,,00-0036389,1,0,SR,00-0034351,,3,00-0036441,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.286,00-0036389,0,5
6734,1106065,(12:01) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to DAL 39 for 7 yards (28-M.Hooker).,PHI,DAL,PASS,42,2,12,1,7,14,3,3,3,3,54,3,7,1,1,1,0,0,,0,,,,00-0036389,1,0,SM,00-0034351,,7,00-0033877,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.285,00-0036389,0,4
6734,1106066,(11:19) 1-J.Hurts pass short right to 83-K.Granson ran ob at DAL 38 for 1 yard.,PHI,DAL,PASS,41,2,11,19,7,14,3,3,1,10,61,4,1,0,0,0,0,0,,0,,,,00-0036389,1,0,SR,00-0036876,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.431,00-0036389,0,4
6734,1106067,(10:38) (Shotgun) 1-J.Hurts scrambles left end to DAL 29 for 9 yards (20-K.Elam).,PHI,DAL,RUSH,46,2,10,38,7,14,3,3,2,9,62,4,9,1,1,1,0,0,00-0036389,0,LE,00-0037242,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.066,00-0036389,0,5
6734,1106068,(9:52) 26-S.Barkley right end to DAL 25 for 4 yards (94-M.Kneeland).,PHI,DAL,RUSH,41,2,9,52,7,14,3,3,1,10,71,4,4,0,0,0,0,0,00-0034844,0,RE,00-0039900,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.112,,0,4
6734,1106069,(9:11) 28-W.Shipley left guard to DAL 24 for 1 yard (97-O.Odighizuwa).,PHI,DAL,RUSH,44,2,9,11,7,14,3,3,2,6,75,4,1,0,0,0,0,0,00-0039746,0,LG,00-0036942,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.225,,0,4
6734,1106070,(8:27) (Shotgun) 1-J.Hurts scrambles right tackle to DAL 9 for 15 yards (28-M.Hooker).,PHI,DAL,RUSH,45,2,8,27,7,14,3,3,3,5,76,4,15,1,1,1,0,0,00-0036389,0,RT,00-0033877,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.442,00-0036389,1,5
6734,1106071,(7:42) (Shotgun) 26-S.Barkley up the middle to DAL 8 for 1 yard (90-S.Thomas).,PHI,DAL,RUSH,44,2,7,42,7,14,3,3,1,9,91,5,1,0,0,1,0,0,00-0034844,0,RM,00-0033870,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.382,,0,4
6734,1106072,"(6:58) (Shotgun) 1-J.Hurts scrambles left end for 8 yards, TOUCHDOWN.",PHI,DAL,RUSH,12,2,6,58,7,14,3,3,2,8,92,5,8,1,1,1,0,6,00-0036389,0,LE,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,2.279,00-0036389,0,5
6734,1106073,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",PHI,DAL,FGXP,0,2,6,46,13,14,3,3,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0033787,33,1,,,,0,,,0,,,,0,,,0,,0.068,,0,
6734,1106074,4-J.Elliott kicks 57 yards from PHI 35 to DAL 8. 9-K.Turpin to DAL 31 for 23 yards (21-S.Brown).,DAL,PHI,KOFF,5,2,6,46,14,14,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0033787,57,34,0,00-0037801,23,0,,0.37,,0,
6734,1106075,(6:41) 4-D.Prescott pass short left to 87-J.Ferguson to DAL 34 for 3 yards (32-R.Blankenship).,DAL,PHI,PASS,38,2,6,41,14,14,3,3,1,10,31,2,3,0,0,0,0,0,,0,,,,00-0033077,1,0,SL,00-0038041,,-1,00-0037130,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.273,00-0033077,0,5
6734,1106076,(6:03) (Shotgun) 4-D.Prescott pass short left to 9-K.Turpin pushed ob at 50 for 16 yards (8-A.Jackson).,DAL,PHI,PASS,37,2,6,3,14,14,3,3,2,7,34,2,16,1,1,1,0,0,,0,,,,00-0033077,1,0,SL,00-0037801,,9,00-0033878,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.239,00-0033077,0,5
6734,1106077,Timeout #1 by DAL at 05:26.,NA,NA,NOPL,0,2,5,26,0,0,0,0,0,0,50,3,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
6734,1106078,"(5:26) 24-M.Sanders right end to 50 for no gain (3-N.Smith). PENALTY on PHI-3-N.Smith, Taunting, 15 yards, enforced at 50.",DAL,PHI,RUSH,23,2,5,26,14,14,2,3,1,10,50,3,0,1,1,0,0,0,00-0035243,0,RE,00-0039013,,,0,0,,,,,,,,,PHI,00-0039013,Taunting,15,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.937,,0,4
6734,1106079,(5:03) 4-D.Prescott scrambles left end to PHI 32 for 3 yards (53-Z.Baun).,DAL,PHI,RUSH,49,2,5,3,14,14,2,3,1,10,65,4,3,0,0,0,0,0,00-0033077,0,LE,00-0036418,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.271,00-0033077,0,4
6734,1106080,(4:14) (Shotgun) 9-K.Turpin left tackle to PHI 27 for 5 yards (3-N.Smith; 8-A.Jackson).,DAL,PHI,RUSH,41,2,4,14,14,14,2,3,2,7,68,4,5,1,0,1,0,0,00-0037801,0,LT,00-0039013,00-0033878,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.101,,0,5
6734,1106081,(3:33) (Shotgun) 33-J.Williams up the middle to PHI 23 for 4 yards (53-Z.Baun).,DAL,PHI,RUSH,39,2,3,33,14,14,2,3,3,2,73,4,4,1,1,1,0,0,00-0036997,0,RM,00-0036418,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.733,,0,5
6734,1106082,"(2:54) (No Huddle, Shotgun) 4-D.Prescott pass incomplete short left to 88-C.Lamb.",DAL,PHI,PASS,5,2,2,54,14,14,2,3,1,10,77,4,0,0,0,1,1,0,,0,,,,00-0033077,0,0,SL,00-0036358,,8,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.426,00-0033077,0,5
6734,1106083,(2:49) (Shotgun) 4-D.Prescott pass incomplete short left to 88-C.Lamb (8-A.Jackson).,DAL,PHI,PASS,6,2,2,49,14,14,2,3,2,10,77,4,0,0,0,1,0,0,,0,,,,00-0033077,0,0,SL,00-0036358,00-0033878,7,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.41,00-0033077,1,5
6734,1106084,(2:43) (Shotgun) 4-D.Prescott pass incomplete deep left to 3-G.Pickens.,DAL,PHI,PASS,5,2,2,43,14,14,2,3,3,10,77,4,0,0,0,1,0,0,,0,,,,00-0033077,0,0,DL,00-0037247,,23,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.718,00-0033077,1,5
6734,1106085,"(2:38) 17-B.Aubrey 41 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",DAL,PHI,FGXP,4,2,2,38,14,14,2,3,4,10,77,4,0,1,0,0,0,3,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,FG,00-0037692,41,1,,,,0,,,0,,,,0,,,0,,0.695,,0,
6734,1106086,"17-B.Aubrey kicks 61 yards from DAL 35 to PHI 4. 28-W.Shipley MUFFS catch, and recovers at PHI 7. 28-W.Shipley to PHI 19 for 12 yards (35-M.Liufau).",PHI,DAL,KOFF,5,2,2,34,14,17,3,2,0,0,65,4,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0037692,61,49,0,00-0039746,12,0,,-0.243,,0,
6734,1106087,(2:29) (Shotgun) 26-S.Barkley left end to PHI 23 for 4 yards (54-S.Williams).,PHI,DAL,RUSH,29,2,2,29,14,17,3,2,1,10,19,1,4,0,0,1,0,0,00-0034844,0,LE,00-0037665,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.241,,0,5
