gid,pid,detail,off,def,type,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,dot,ptck1,ptck2,sk1,sk2,ptm,pen,desc,pey,act,ints,iry,fum,frcv,fry,forc,fuml,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,td,td_type,epa,dpbk,stunt,db_count
7024,1154340,(:47) (No Huddle) 7-C.Stroud left guard to BUF 22 for no gain (42-D.Williams).,HST,BUF,RUSH,43,3,0,47,21,27,3,3,3,1,78,4,0,0,0,0,1,0,00-0039163,0,LG,00-0038557,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.132,,0,5
7024,1154341,(:04) 57-B.Fisher reported in as eligible. 4-W.Marks right guard to BUF 19 for 3 yards (42-D.Williams; 90-D.Carter).,HST,BUF,RUSH,4,3,0,4,21,27,3,3,4,1,78,4,3,1,1,0,0,0,00-0040583,0,RG,00-0038557,00-0039873,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.578,,0,4
7024,1154342,(15:00) (Shotgun) 7-C.Stroud pass short middle to 17-J.Wayne to BUF 7 for 12 yards (47-C.Benford).,HST,BUF,PASS,43,4,15,0,21,27,3,3,1,10,81,5,12,1,1,1,0,0,,0,,,,00-0039163,1,0,SM,00-0038728,,12,00-0037288,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.734,00-0039163,0,4
7024,1154343,(14:17) (Shotgun) 57-B.Fisher reported in as eligible. 32-D.Montgomery left guard to BUF 7 for no gain (96-D.Walker).,HST,BUF,RUSH,38,4,14,17,21,27,3,3,1,7,93,5,0,0,0,1,0,0,00-0035685,0,LG,00-0040710,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.508,,0,4
7024,1154344,"(13:39) (Shotgun) 7-C.Stroud pass short right to 32-D.Montgomery for 7 yards, TOUCHDOWN.",HST,BUF,PASS,5,4,13,39,21,27,3,3,2,7,93,5,7,1,1,1,0,6,,0,,,,00-0039163,1,0,SR,00-0035685,,3,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,REC,1.862,00-0039163,0,4
7024,1154345,"15-K.Fairbairn extra point is GOOD, Center-40-A.Brinkman, Holder-38-K.Kroeger.",HST,BUF,FGXP,0,4,13,34,27,27,3,3,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0032726,33,1,,,,0,,,0,,,,0,,,0,,0.069,,0,
7024,1154346,15-K.Fairbairn kicks 60 yards from HOU 35 to BUF 5. 7-R.Davis pushed ob at BUF 34 for 29 yards (11-T.Smith).,BUF,HST,KOFF,5,4,13,34,27,28,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0032726,60,31,0,00-0039875,29,0,,0.459,,0,
7024,1154347,(13:29) 17-J.Allen pass incomplete short right to 4-J.Cook [90-J.Clowney].,BUF,HST,PASS,6,4,13,29,27,28,3,3,1,10,34,2,0,0,0,0,0,0,,0,,,,00-0034857,0,0,SR,00-0037248,,-2,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.556,00-0034857,0,5
7024,1154348,(13:23) (Shotgun) 17-J.Allen pass short middle to 86-D.Kincaid to BUF 40 for 6 yards (6-R.Blankenship).,BUF,HST,PASS,39,4,13,23,27,28,3,3,2,10,34,2,6,0,0,1,0,0,,0,,,,00-0034857,1,0,SM,00-0038933,,5,00-0037130,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.053,00-0034857,1,5
7024,1154349,(12:44) (Shotgun) 17-J.Allen pass deep right to 86-D.Kincaid to HOU 20 for 40 yards (2-C.Bullock).,BUF,HST,PASS,46,4,12,44,27,28,3,3,3,4,40,3,40,1,1,1,0,0,,0,,,,00-0034857,1,0,DR,00-0038933,,25,00-0039838,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,3.668,00-0034857,0,5
7024,1154350,(11:58) 4-J.Cook right guard to HOU 17 for 3 yards (5-J.Pitre).,BUF,HST,RUSH,43,4,11,58,27,28,3,3,1,10,80,5,3,0,0,0,0,0,00-0037248,0,RG,00-0037246,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.128,,0,5
7024,1154351,(11:15) (Shotgun) 17-J.Allen pass short left to 4-J.Cook pushed ob at HOU 14 for 3 yards (5-J.Pitre).,BUF,HST,PASS,34,4,11,15,27,28,3,3,2,7,83,5,3,0,0,1,0,0,,0,,,,00-0034857,1,0,SL,00-0037248,,-5,00-0037246,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.294,00-0034857,0,5
7024,1154352,(10:41) (Shotgun) 17-J.Allen pass incomplete short right to 10-K.Shakir (98-S.Rankins).,BUF,HST,PASS,5,4,10,41,27,28,3,3,3,4,86,5,0,0,0,1,0,0,,0,,,,00-0034857,0,0,SR,00-0037261,00-0032759,14,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.447,00-0034857,0,5
7024,1154353,"(10:36) 16-T.Bass 33 yard field goal is GOOD, Center-69-R.Ferguson, Holder-39-T.Doman.",BUF,HST,FGXP,5,4,10,36,27,28,3,3,4,4,86,5,0,1,0,0,0,3,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,FG,00-0036162,33,1,,,,0,,,0,,,,0,,,0,,0.24,,0,
7024,1154354,16-T.Bass kicks 58 yards from BUF 35 to HOU 7. 11-T.Smith to HOU 35 for 28 yards (37-J.Hancock; 44-J.Andreessen).,HST,BUF,KOFF,5,4,10,31,28,30,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0036162,58,30,0,00-0034278,28,0,,0.39,,0,
7024,1154355,(10:26) (Shotgun) 7-C.Stroud pass incomplete deep left to 12-N.Collins.,HST,BUF,PASS,4,4,10,26,28,30,3,3,1,10,35,2,0,0,0,1,0,0,,0,,,,00-0039163,0,0,DL,00-0036554,,16,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.566,00-0039163,0,4
7024,1154356,"(10:22) (Shotgun) 7-C.Stroud pass incomplete short right. PENALTY on HOU-79-A.Ersery, Offensive Holding, 10 yards, enforced at HOU 35 - No Play.",HST,BUF,NOPL,8,4,10,22,28,30,3,3,2,10,35,2,0,0,0,1,0,0,,0,,,,00-0039163,0,0,,,,0,,,,,HST,00-0040745,Offensive Holding,-10,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.788,00-0039163,0,5
7024,1154357,(10:14) (Shotgun) 4-W.Marks left guard to HOU 35 for 10 yards (8-T.Bernard).,HST,BUF,RUSH,46,4,10,14,28,30,3,3,2,20,25,2,10,0,0,1,0,0,00-0040583,0,LG,00-0037254,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.006,,0,5
7024,1154358,(9:28) (Shotgun) 7-C.Stroud pass short middle to 19-X.Hutchinson pushed ob at BUF 45 for 20 yards (1-M.Hairston).,HST,BUF,PASS,39,4,9,28,28,30,3,3,3,10,35,2,20,1,1,1,0,0,,0,,,,00-0039163,1,0,SM,00-0038618,,10,00-0040709,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,2.579,00-0039163,1,5
7024,1154359,(8:49) 4-W.Marks up the middle to BUF 47 for -2 yards (90-D.Carter).,HST,BUF,RUSH,37,4,8,49,28,30,3,3,1,10,55,3,-2,0,0,0,0,0,00-0040583,0,RM,00-0039873,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.865,,0,4
7024,1154360,(8:12) (Shotgun) 7-C.Stroud pass short middle to 12-N.Collins to BUF 41 for 6 yards (47-C.Benford).,HST,BUF,PASS,42,4,8,12,28,30,3,3,2,12,53,3,6,1,0,1,0,0,,0,,,,00-0039163,1,0,SM,00-0036554,,6,00-0037288,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.047,00-0039163,1,6
7024,1154361,(7:30) (Shotgun) 7-C.Stroud pass short middle to 12-N.Collins to BUF 39 for 2 yards (47-C.Benford).,HST,BUF,PASS,42,4,7,30,28,30,3,3,3,6,59,3,2,0,0,1,0,0,,0,,,,00-0039163,1,0,SM,00-0036554,,2,00-0037288,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.574,00-0039163,1,6
7024,1154362,"(6:48) 15-K.Fairbairn 58 yard field goal is GOOD, Center-40-A.Brinkman, Holder-38-K.Kroeger.",HST,BUF,FGXP,4,4,6,48,28,30,3,3,4,4,61,4,0,1,0,0,0,3,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,FG,00-0032726,58,1,,,,0,,,0,,,,0,,,0,,2.29,,0,
7024,1154363,15-K.Fairbairn kicks 64 yards from HOU 35 to BUF 1. 19-G.Dortch to BUF 20 for 19 yards (54-S.Harsh; 94-D.Robinson).,BUF,HST,KOFF,6,4,6,44,30,31,3,3,0,0,65,4,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0032726,64,45,0,00-0035500,19,0,,-0.353,,0,
7024,1154364,"(6:38) 17-J.Allen FUMBLES (Aborted) at BUF 18, and recovers at BUF 18.",BUF,HST,RUSH,42,4,6,38,30,31,3,3,1,10,20,2,0,0,0,0,0,0,00-0034857,0,,,,,0,0,,,,,,,,,,,,,,,,00-0034857,00-0034857,0,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.13,,0,5
7024,1154365,(5:56) (Shotgun) 17-J.Allen pass incomplete deep left to 2-D.Moore (3-K.Lassiter).,BUF,HST,PASS,6,4,5,56,30,31,3,3,2,12,18,1,0,0,0,1,0,0,,0,,,,00-0034857,0,0,DL,00-0034827,00-0039343,27,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.672,00-0034857,1,5
7024,1154366,(5:50) (Shotgun) 17-J.Allen pass incomplete short right to 2-D.Moore (55-D.Hunter).,BUF,HST,PASS,5,4,5,50,30,31,3,3,3,12,18,1,0,0,0,1,0,0,,0,,,,00-0034857,0,0,SR,00-0034827,00-0031565,5,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.777,00-0034857,1,5
7024,1154367,"(5:45) 39-T.Doman punts 46 yards to HOU 36, Center-69-R.Ferguson, fair catch by 13-J.Noel.",BUF,HST,PUNT,6,4,5,45,30,31,3,3,4,12,18,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0041126,46,46,0,00-0040138,0,1,,,,0,,,0,,-0.113,,0,
7024,1154368,(5:39) (Shotgun) 32-D.Montgomery left guard to HOU 39 for 3 yards (9-B.Chubb; 42-D.Williams).,HST,BUF,RUSH,42,4,5,39,31,30,3,3,1,10,36,2,3,0,0,1,0,0,00-0035685,0,LG,00-0034832,00-0038557,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.454,,0,4
7024,1154369,"(4:57) 57-B.Fisher reported in as eligible. 32-D.Montgomery right end to HOU 37 for -2 yards (42-D.Williams, 91-E.Oliver).",HST,BUF,RUSH,47,4,4,57,31,30,3,3,2,7,39,2,-2,0,0,0,0,0,00-0035685,0,RE,00-0038557,00-0035230,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.928,,0,4
7024,1154370,(4:10) (Shotgun) 7-C.Stroud pass short left to 86-D.Schultz to HOU 37 for no gain (9-B.Chubb; 24-C.Bishop) [91-E.Oliver].,HST,BUF,PASS,46,4,4,10,31,30,3,3,3,9,37,2,0,0,0,1,0,0,,0,,,,00-0039163,1,0,SL,00-0034383,,-8,00-0034832,00-0039872,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.338,00-0039163,0,6
7024,1154371,"(3:24) 38-K.Kroeger punts 59 yards to BUF 4, Center-40-A.Brinkman, downed by HOU-22-J.Smith.",HST,BUF,PUNT,11,4,3,24,31,30,3,3,4,9,37,2,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0040654,59,59,0,,0,0,,,,0,,,0,,0.89,,0,
7024,1154372,"(3:13) 4-J.Cook left guard to BUF 16 for 12 yards (24-D.Stingley). FUMBLES (24-D.Stingley), recovered by BUF-64-O.Torrence at BUF 19.",BUF,HST,RUSH,39,4,3,13,30,31,3,3,1,10,4,1,12,1,1,0,0,0,00-0037248,0,LG,00-0037237,,,0,0,,,,,,,,,,,,,,,,00-0037248,00-0038548,0,00-0037237,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.765,,0,5
7024,1154373,(2:34) 17-J.Allen pass short left to 88-D.Knox to BUF 26 for 7 yards (3-K.Lassiter; 39-H.To'oTo'o). HOU-39-H.To'oTo'o was injured during the play.,BUF,HST,PASS,28,4,2,34,30,31,3,3,1,10,19,1,7,1,0,0,0,0,,0,,,,00-0034857,1,0,SL,00-0035689,,2,00-0039343,00-0038599,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.291,00-0034857,0,5
7024,1154374,(2:06) 17-J.Allen pass short right to 4-J.Cook ran ob at BUF 32 for 6 yards (24-D.Stingley).,BUF,HST,PASS,6,4,2,6,30,31,3,3,2,3,26,2,6,1,1,0,0,0,,0,,,,00-0034857,1,0,SR,00-0037248,,3,00-0037237,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.494,00-0034857,0,4
7024,1154375,(2:00) 17-J.Allen pass short right to 86-D.Kincaid pushed ob at HOU 33 for 35 yards (5-J.Pitre).,BUF,HST,PASS,7,4,2,0,30,31,3,3,1,10,32,2,35,1,1,0,0,0,,0,,,,00-0034857,1,0,SR,00-0038933,,13,00-0037246,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.99,00-0034857,0,5
7024,1154376,(1:53) 4-J.Cook up the middle to HOU 34 for -1 yards (0-A.Al-Shaair).,BUF,HST,RUSH,5,4,1,53,30,31,3,3,1,10,67,4,-1,0,0,0,0,0,00-0037248,0,RM,00-0035166,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.625,,0,5
7024,1154377,Timeout #1 by HOU at 01:48.,NA,NA,NOPL,0,4,1,48,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7024,1154378,(1:48) 17-J.Allen pass incomplete deep left to 5-J.Palmer.,BUF,HST,PASS,7,4,1,48,30,31,3,2,2,11,66,4,0,0,0,0,0,0,,0,,,,00-0034857,0,0,DL,00-0036988,,34,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.468,00-0034857,0,5
7024,1154379,"(1:41) (Shotgun) 17-J.Allen pass deep middle to 5-J.Palmer for 34 yards, TOUCHDOWN.",BUF,HST,PASS,5,4,1,41,30,31,3,2,3,11,66,4,34,1,1,1,0,6,,0,,,,00-0034857,1,0,DM,00-0036988,,28,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,REC,4.587,00-0034857,0,5
7024,1154380,TWO-POINT CONVERSION ATTEMPT. 17-J.Allen pass to 0-K.Coleman is incomplete. ATTEMPT FAILS.,BUF,HST,PASS,0,4,1,36,36,31,3,2,0,0,98,5,0,0,0,0,0,0,,0,,,,00-0034857,0,0,,00-0039901,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.947,00-0034857,0,5
7024,1154381,16-T.Bass kicks 62 yards from BUF 35 to HOU 3. 13-J.Noel to HOU 29 for 26 yards (56-J.Solomon).,HST,BUF,KOFF,5,4,1,36,31,36,2,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0036162,62,36,0,00-0040138,26,0,,0.108,,0,
7024,1154382,(1:31) (Shotgun) 7-C.Stroud pass short right to 86-D.Schultz to HOU 47 for 18 yards (23-D.Alford; 91-E.Oliver).,HST,BUF,PASS,20,4,1,31,31,36,2,3,1,10,29,2,18,1,1,1,0,0,,0,,,,00-0039163,1,0,SR,00-0034383,,5,00-0037034,00-0035230,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.857,00-0039163,1,6
7024,1154383,"(1:11) (No Huddle, Shotgun) 7-C.Stroud pass short right to 86-D.Schultz to BUF 45 for 8 yards (3-D.Hamlin; 24-C.Bishop).",HST,BUF,PASS,21,4,1,11,31,36,2,3,1,10,47,3,8,1,0,1,1,0,,0,,,,00-0039163,1,0,SR,00-0034383,,5,00-0036888,00-0039872,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.413,00-0039163,0,6
7024,1154384,"(:50) (No Huddle, Shotgun) 7-C.Stroud pass incomplete deep right to 19-X.Hutchinson.",HST,BUF,PASS,6,4,0,50,31,36,2,3,2,2,55,3,0,0,0,1,1,0,,0,,,,00-0039163,0,0,DR,00-0038618,,16,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.353,00-0039163,0,6
7024,1154385,"(:44) (Shotgun) 4-W.Marks up the middle to BUF 39 for 6 yards (8-T.Bernard; 9-B.Chubb). PENALTY on BUF-96-D.Walker, Defensive Holding, 5 yards, enforced at BUF 39.",HST,BUF,RUSH,5,4,0,44,31,36,2,3,3,2,55,3,6,1,1,1,0,0,00-0040583,0,RM,00-0037254,00-0034832,,0,0,,,,,,,,,BUF,00-0040710,Defensive Holding,5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.957,,0,6
7024,1154386,"(:39) (Shotgun) PENALTY on HOU-77-T.Brown, False Start, 5 yards, enforced at BUF 34 - No Play.",HST,BUF,NOPL,0,4,0,39,31,36,2,3,1,10,66,4,0,0,0,1,0,0,,0,,,,,0,0,,,,,,,,,HST,00-0032071,False Start,-5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.458,,0,
7024,1154387,(:39) (Shotgun) 7-C.Stroud pass incomplete deep middle to 19-X.Hutchinson [15-G.Rousseau].,HST,BUF,PASS,4,4,0,39,31,36,2,3,1,15,61,4,0,0,0,1,0,0,,0,,,,00-0039163,0,0,DM,00-0038618,,27,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.276,00-0039163,0,6
7024,1154388,(:35) (Shotgun) 7-C.Stroud pass short middle to 12-N.Collins to BUF 27 for 12 yards (22-C.Gardner-Johnson).,HST,BUF,PASS,5,4,0,35,31,36,2,3,2,15,61,4,12,1,0,1,0,0,,0,,,,00-0039163,1,0,SM,00-0036554,,12,00-0035253,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.836,00-0039163,0,6
7024,1154389,Timeout #2 by HOU at 00:30.,NA,NA,NOPL,0,4,0,30,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7024,1154390,Timeout #1 by BUF at 00:30.,NA,NA,NOPL,0,4,0,30,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7024,1154391,(:30) (Shotgun) 7-C.Stroud pass short right to 13-J.Noel pushed ob at BUF 9 for 18 yards (22-C.Gardner-Johnson).,HST,BUF,PASS,5,4,0,30,31,36,1,2,3,3,73,4,18,1,1,1,0,0,,0,,,,00-0039163,1,0,SR,00-0040138,,14,00-0035253,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.542,00-0039163,1,6
7024,1154392,(:25) (Shotgun) 7-C.Stroud sacked at BUF 18 for -9 yards (96-D.Walker).,HST,BUF,PASS,5,4,0,25,31,36,1,2,1,9,91,5,-9,0,0,1,0,0,,0,,,,,0,0,,,,,,,00-0040710,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.667,00-0039163,0,5
7024,1154393,Timeout #3 by HOU at 00:20.,NA,NA,NOPL,0,4,0,20,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7024,1154394,(:20) (Shotgun) 7-C.Stroud pass incomplete deep right to 12-N.Collins.,HST,BUF,PASS,4,4,0,20,31,36,0,2,2,18,82,5,0,0,0,1,0,0,,0,,,,00-0039163,0,0,DR,00-0036554,,17,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.392,00-0039163,1,6
7024,1154395,"(:16) (Shotgun) 7-C.Stroud sacked at BUF 28 for -10 yards (15-G.Rousseau). FUMBLES (15-G.Rousseau) [15-G.Rousseau], RECOVERED by BUF-8-T.Bernard at BUF 24.",HST,BUF,PASS,7,4,0,16,31,36,0,2,3,18,82,5,-6,0,0,1,0,0,,0,,,,,0,0,,,,,,,00-0036914,,,,,,,,,00-0039163,00-0037254,0,00-0036914,1,,,,,,,0,,,,0,,,0,,,,0,,,0,,-2.745,00-0039163,0,6
7024,1154396,(:09) 17-J.Allen kneels to BUF 23 for -1 yards.,BUF,HST,RUSH,0,4,0,9,36,31,2,0,1,10,24,2,-1,0,0,0,0,0,00-0034857,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7025,1154397,"33-T.Loop kicks 65 yards from BAL 35 to end zone, Touchback to the IND 35.",IND,BLT,KOFF,0,1,15,0,0,0,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0040074,65,65,1,,0,0,,0.48,,0,
7025,1154398,(15:00) 17-D.Jones pass incomplete short middle to 85-A.Ogletree.,IND,BLT,PASS,7,1,15,0,0,0,3,3,1,10,35,2,0,0,0,0,0,0,,0,,,,00-0035710,0,0,SM,00-0037292,,3,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.609,00-0035710,0,5
7025,1154399,(14:53) (Shotgun) 17-D.Jones pass short left to 10-K.Allen to IND 42 for 7 yards (14-K.Hamilton).,IND,BLT,PASS,43,1,14,53,0,0,3,3,2,10,35,2,7,1,0,1,0,0,,0,,,,00-0035710,1,0,SL,00-0030279,,7,00-0038038,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.182,00-0035710,0,6
7025,1154400,(14:10) (Shotgun) 17-D.Jones pass short middle to 2-J.Downs to BAL 33 for 25 yards (14-K.Hamilton).,IND,BLT,PASS,46,1,14,10,0,0,3,3,3,3,42,3,25,1,1,1,0,0,,0,,,,00-0035710,1,0,SM,00-0038997,,8,00-0038038,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,2.546,00-0035710,1,5
7025,1154401,(13:24) (Shotgun) 17-D.Jones pass short right to 28-J.Taylor to BAL 31 for 2 yards (0-R.Smith).,IND,BLT,PASS,44,1,13,24,0,0,3,3,1,10,67,4,2,0,0,1,0,0,,0,,,,00-0035710,1,0,SR,00-0036223,,-2,00-0034874,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.346,00-0035710,0,5
7025,1154402,(12:40) (Shotgun) 17-D.Jones pass incomplete short middle to 2-J.Downs (96-B.Washington) [95-T.Robinson].,IND,BLT,PASS,3,1,12,40,0,0,3,3,2,8,69,4,0,0,0,1,0,0,,0,,,,00-0035710,0,0,SM,00-0038997,00-0036081,1,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.692,00-0035710,0,6
7025,1154403,(12:37) (Shotgun) 17-D.Jones pass short middle to 2-J.Downs to BAL 19 for 12 yards (38-K.Martin).,IND,BLT,PASS,43,1,12,37,0,0,3,3,3,8,69,4,12,1,1,1,0,0,,0,,,,00-0035710,1,0,SM,00-0038997,,7,00-0040636,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.912,00-0035710,1,6
7025,1154404,(11:54) 17-D.Jones pass short left to 14-A.Pierce to BAL 6 for 13 yards (0-R.Smith).,IND,BLT,PASS,39,1,11,54,0,0,3,3,1,10,81,5,13,1,1,0,0,0,,0,,,,00-0035710,1,0,SL,00-0037664,,12,00-0034874,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.847,00-0035710,0,5
7025,1154405,(11:15) (Shotgun) 28-J.Taylor right tackle to BAL 1 for 5 yards (24-M.Starks; 0-R.Smith).,IND,BLT,RUSH,39,1,11,15,0,0,3,3,1,6,94,5,5,1,0,1,0,0,00-0036223,0,RT,00-0040688,00-0034874,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.482,,0,5
7025,1154406,"(10:36) 28-J.Taylor right end for 1 yard, TOUCHDOWN.",IND,BLT,RUSH,3,1,10,36,0,0,3,3,2,1,99,5,1,1,1,0,0,6,00-0036223,0,RE,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,0.606,,0,5
7025,1154407,"3-S.Shrader extra point is No Good, Wide Right, Center-46-L.Rhodes, Holder-8-R.Sanchez.",IND,BLT,FGXP,0,1,10,33,6,0,3,3,0,0,85,5,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0039576,33,0,,,,0,,,0,,,,0,,,0,,-0.931,,0,
7025,1154408,3-S.Shrader kicks 58 yards from IND 35 to BAL 7. 17-C.Moore to BAL 49 for 42 yards (3-S.Shrader; 95-A.Adebawore).,BLT,IND,KOFF,6,1,10,33,0,6,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0039576,58,16,0,00-0032398,42,0,,1.524,,0,
7025,1154409,(10:27) 8-L.Jackson pass deep left to 4-Z.Flowers to IND 2 for 49 yards (27-J.Walley).,BLT,IND,PASS,62,1,10,27,0,6,3,3,1,10,49,3,49,1,1,0,0,0,,0,,,,00-0034796,1,0,DL,00-0039064,,21,00-0040139,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,3.806,00-0034796,0,5
