gid,pid,detail,off,def,type,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,dot,ptck1,ptck2,sk1,sk2,ptm,pen,desc,pey,act,ints,iry,fum,frcv,fry,forc,fuml,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,td,td_type,epa,dpbk,stunt,db_count
7019,1153354,"(9:14) (Shotgun) 10-D.Maye scrambles right end pushed ob at NE 27 for 1 yard (91-B.Murphy). PENALTY on SEA-58-D.Hall, Unnecessary Roughness, 15 yards, enforced at NE 27.",NE,SEA,RUSH,16,1,9,14,0,0,3,3,3,5,26,2,1,1,1,1,0,0,00-0039851,0,RE,00-0039309,,,0,0,,,,,,,,,SEA,00-0039047,Unnecessary Roughness,15,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,2.15,00-0039851,1,5
7019,1153355,(8:58) 38-R.Stevenson left end pushed ob at NE 48 for 6 yards (13-E.Jones).,NE,SEA,RUSH,33,1,8,58,0,0,3,3,1,10,42,3,6,1,0,0,0,0,00-0036875,0,LE,00-0036994,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.408,,0,5
7019,1153356,(8:25) (Shotgun) 38-R.Stevenson left guard to NE 45 for -3 yards (7-U.Nwosu).,NE,SEA,RUSH,44,1,8,25,0,0,3,3,2,4,48,3,-3,0,0,1,0,0,00-0036875,0,LG,00-0034350,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.498,,0,4
7019,1153357,(7:41) (Shotgun) 10-D.Maye pass incomplete short right [21-D.Witherspoon].,NE,SEA,PASS,6,1,7,41,0,0,3,3,3,7,45,3,0,0,0,1,0,0,,0,,,,00-0039851,0,0,SR,,,15,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.541,00-0039851,0,5
7019,1153358,"(7:35) 19-M.Wishnowsky punts 45 yards to SEA 10, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",NE,SEA,PUNT,6,1,7,35,0,0,3,3,4,7,45,3,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0034941,45,45,0,00-0037545,0,1,,,,0,,,0,,0.37,,0,
7019,1153359,(7:29) (Shotgun) 36-G.Holani left guard to SEA 14 for 4 yards (25-M.Jones).,SEA,NE,RUSH,35,1,7,29,0,0,3,3,1,10,10,1,4,0,0,1,0,0,00-0039299,0,LG,00-0037253,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.249,,0,5
7019,1153360,(6:54) 8-J.Price left tackle to SEA 21 for 7 yards (4-C.Woodson).,SEA,NE,RUSH,32,1,6,54,0,0,3,3,2,6,14,1,7,1,1,0,0,0,00-0041512,0,LT,00-0040716,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.866,,0,5
7019,1153361,(6:22) 2-D.Lock pass short right to 11-J.Smith-Njigba pushed ob at SEA 29 for 8 yards (14-R.Spillane).,SEA,NE,PASS,20,1,6,22,0,0,3,3,1,10,21,2,8,1,0,0,0,0,,0,,,,00-0035704,1,0,SR,00-0038543,,4,00-0034720,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.858,00-0035704,0,5
7019,1153362,(6:02) (No Huddle) 8-J.Price right end to SEA 29 for no gain (7-C.Davis; 31-K.Byard). NE-7-C.Davis was injured during the play.,SEA,NE,RUSH,43,1,6,2,0,0,3,3,2,2,29,2,0,0,0,0,1,0,00-0041512,0,RE,00-0034778,00-0033132,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.732,,0,5
7019,1153363,(5:19) (Shotgun) 36-G.Holani right guard to SEA 30 for 1 yard (14-R.Spillane).,SEA,NE,RUSH,37,1,5,19,0,0,3,3,3,2,29,2,1,0,0,1,0,0,00-0039299,0,RG,00-0034720,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.363,,0,5
7019,1153364,"(4:42) 4-M.Dickson punts 50 yards to NE 20, Center-41-C.Stoll, out of bounds.",SEA,NE,PUNT,7,1,4,42,0,0,3,3,4,1,30,2,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0034160,50,50,0,,0,0,,,,0,,,0,,-0.174,,0,
7019,1153365,(4:35) (Shotgun) 10-D.Maye pass short right to 13-M.Hollins to NE 29 for 9 yards (13-E.Jones).,NE,SEA,PASS,35,1,4,35,0,0,3,3,1,10,20,2,9,1,0,1,0,0,,0,,,,00-0039851,1,0,SR,00-0033555,,9,00-0036994,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.948,00-0039851,0,5
7019,1153366,(4:00) 10-D.Maye up the middle to NE 32 for 3 yards (99-L.Williams).,NE,SEA,RUSH,36,1,4,0,0,0,3,3,2,1,29,2,3,0,1,0,0,0,00-0039851,0,RM,00-0031933,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.059,,0,4
7019,1153367,(3:24) (Shotgun) 10-D.Maye pass short left to 1-A.Brown pushed ob at NE 39 for 7 yards (28-N.Pritchett).,NE,SEA,PASS,36,1,3,24,0,0,3,3,1,10,32,2,7,1,0,1,0,0,,0,,,,00-0039851,1,0,SL,00-0035676,,0,00-0039795,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.33,00-0039851,0,5
7019,1153368,(2:48) 38-R.Stevenson right tackle to NE 41 for 2 yards (99-L.Williams).,NE,SEA,RUSH,36,1,2,48,0,0,3,3,2,3,39,2,2,0,0,0,0,0,00-0036875,0,RT,00-0031933,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.131,,0,4
7019,1153369,(2:12) 38-R.Stevenson right guard to NE 40 for -1 yards (20-J.Love).,NE,SEA,RUSH,44,1,2,12,0,0,3,3,3,1,41,3,-1,0,0,0,0,0,00-0036875,0,RG,00-0034974,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-2.116,,0,4
7019,1153370,"(1:28) 19-M.Wishnowsky punts 46 yards to SEA 14, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",NE,SEA,PUNT,6,1,1,28,0,0,3,3,4,2,40,3,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0034941,46,46,0,00-0037545,0,1,,,,0,,,0,,0.06,,0,
7019,1153371,(1:22) 8-J.Price right end pushed ob at SEA 26 for 12 yards (0-C.Gonzalez). ** Injury Update: NE-7-C.Davis has returned to the game.,SEA,NE,RUSH,33,1,1,22,0,0,3,3,1,10,14,1,12,1,1,0,0,0,00-0041512,0,RE,00-0039147,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.822,,0,5
7019,1153372,(:49) 8-J.Price right end to SEA 28 for 2 yards (53-C.Elliss; 97-M.Williams).,SEA,NE,RUSH,41,1,0,49,0,0,3,3,1,10,26,2,2,0,0,0,0,0,00-0041512,0,RE,00-0036813,00-0036916,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.506,,0,5
7019,1153373,(:08) 23-E.Wilson left guard to SEA 31 for 3 yards (14-R.Spillane).,SEA,NE,RUSH,8,1,0,8,0,0,3,3,2,8,28,2,3,0,0,0,0,0,00-0038797,0,LG,00-0034720,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.311,,0,5
7019,1153374,(15:00) (Shotgun) 2-D.Lock pass incomplete deep left to 10-C.Kupp (0-C.Gonzalez).,SEA,NE,PASS,5,2,15,0,0,0,3,3,3,5,31,2,0,0,0,1,0,0,,0,,,,00-0035704,0,0,DL,00-0033908,00-0039147,19,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.396,00-0035704,0,5
7019,1153375,"(14:55) 4-M.Dickson punts 46 yards to NE 23, Center-41-C.Stoll, fair catch by 25-M.Jones.",SEA,NE,PUNT,7,2,14,55,0,0,3,3,4,5,31,2,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0034160,46,46,0,00-0037253,0,1,,,,0,,,0,,0.273,,0,
7019,1153376,(14:48) 9-C.Kiner right guard to NE 30 for 7 yards (98-R.Mills).,NE,SEA,RUSH,39,2,14,48,0,0,3,3,1,10,23,2,7,1,0,0,0,0,00-0040556,0,RG,00-0040647,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.496,,0,4
7019,1153377,(14:09) 9-C.Kiner right guard to NE 29 for -1 yards (98-R.Mills).,NE,SEA,RUSH,41,2,14,9,0,0,3,3,2,3,30,2,-1,0,0,0,0,0,00-0040556,0,RG,00-0040647,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.812,,0,4
7019,1153378,(13:28) (Shotgun) 10-D.Maye pass short left to 3-D.Douglas ran ob at NE 34 for 5 yards.,NE,SEA,PASS,28,2,13,28,0,0,3,3,3,4,29,2,5,1,1,1,0,0,,0,,,,00-0039851,1,0,SL,00-0038621,,5,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.16,00-0039851,1,5
7019,1153379,(13:00) 10-D.Maye pass short left to 34-L.Larison to NE 45 for 11 yards (29-J.Jobe).,NE,SEA,PASS,39,2,13,0,0,0,3,3,1,10,34,2,11,1,1,0,0,0,,0,,,,00-0039851,1,0,SL,00-0040568,,1,00-0037137,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.701,00-0039851,0,5
7019,1153380,(12:21) 9-C.Kiner up the middle to NE 45 for no gain (7-U.Nwosu).,NE,SEA,RUSH,34,2,12,21,0,0,3,3,1,10,45,3,0,0,0,0,0,0,00-0040556,0,RM,00-0034350,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.453,,0,4
7019,1153381,(11:47) (Shotgun) 10-D.Maye scrambles right end ran ob at SEA 49 for 6 yards (28-N.Pritchett).,NE,SEA,RUSH,39,2,11,47,0,0,3,3,2,10,45,3,6,0,0,1,0,0,00-0039851,0,RE,00-0039795,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.039,00-0039851,1,5
7019,1153382,(11:08) (Shotgun) 10-D.Maye pass short right to 1-A.Brown to SEA 44 for 5 yards (29-J.Jobe).,NE,SEA,PASS,37,2,11,8,0,0,3,3,3,4,51,3,5,1,1,1,0,0,,0,,,,00-0039851,1,0,SR,00-0035676,,5,00-0037137,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.211,00-0039851,0,5
7019,1153383,(10:31) 9-C.Kiner right tackle to SEA 41 for 3 yards (0-D.Lawrence; 20-J.Love).,NE,SEA,RUSH,37,2,10,31,0,0,3,3,1,10,56,3,3,0,0,0,0,0,00-0040556,0,RT,00-0031411,00-0034974,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.201,,0,5
7019,1153384,(9:54) (Shotgun) 10-D.Maye pass short left to 3-D.Douglas to SEA 36 for 5 yards (13-E.Jones; 28-N.Pritchett).,NE,SEA,PASS,32,2,9,54,0,0,3,3,2,7,59,3,5,1,0,1,0,0,,0,,,,00-0039851,1,0,SL,00-0038621,,-4,00-0036994,00-0039795,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.143,00-0039851,0,5
7019,1153385,"(9:22) 10-D.Maye pass incomplete deep left to 1-A.Brown (29-J.Jobe). PENALTY on SEA-29-J.Jobe, Defensive Pass Interference, 34 yards, enforced at SEA 36 - No Play.",NE,SEA,NOPL,8,2,9,22,0,0,3,3,3,2,64,4,0,1,1,0,0,0,,0,,,,00-0039851,0,0,,,,0,,,,,SEA,00-0037137,Defensive Pass Interference,34,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,3.332,00-0039851,0,5
7019,1153386,"(9:14) 70-G.Van Roten reported in as eligible. 10-D.Maye pass short left to 82-E.Raridon for 2 yards, TOUCHDOWN.",NE,SEA,PASS,3,2,9,14,0,0,3,3,1,2,98,5,2,1,1,0,0,6,,0,,,,00-0039851,1,0,SL,00-0041395,,2,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,REC,0.841,00-0039851,0,1
7019,1153387,"8-A.Borregales extra point is GOOD, Center-47-J.Ashby, Holder-19-M.Wishnowsky.",NE,SEA,FGXP,0,2,9,11,6,0,3,3,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0040200,33,1,,,,0,,,0,,,,0,,,0,,0.068,,0,
7019,1153388,8-A.Borregales kicks 63 yards from NE 35 to SEA 2. 22-R.Shaheed to SEA 30 for 28 yards (22-C.Woods).,SEA,NE,KOFF,5,2,9,11,0,7,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0040200,63,35,0,00-0037545,28,0,,0.233,,0,
7019,1153389,(9:06) 2-D.Lock pass short left to 38-B.Russell to SEA 37 for 7 yards (24-D.Pettus).,SEA,NE,PASS,41,2,9,6,0,7,3,3,1,10,30,2,7,1,0,0,0,0,,0,,,,00-0035704,1,0,SL,00-0038488,,0,00-0039692,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.331,00-0035704,0,5
7019,1153390,(8:25) 8-J.Price right end to SEA 45 for 8 yards (31-K.Byard).,SEA,NE,RUSH,43,2,8,25,0,7,3,3,2,3,37,2,8,1,1,0,0,0,00-0041512,0,RE,00-0033132,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.64,,0,5
7019,1153391,(7:42) 2-D.Lock sacked at SEA 38 for -7 yards (50-G.Jacas).,SEA,NE,PASS,48,2,7,42,0,7,3,3,1,10,45,3,-7,0,0,0,0,0,,0,,,,,0,0,,,,,,,00-0041569,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.308,00-0035704,0,5
7019,1153392,"(6:54) (Shotgun) PENALTY on SEA-72-A.Lucas, False Start, 5 yards, enforced at SEA 38 - No Play.",SEA,NE,NOPL,9,2,6,54,0,7,3,3,2,17,38,2,0,0,0,1,0,0,,0,,,,,0,0,,,,,,,,,SEA,00-0037812,False Start,-5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.341,,0,
7019,1153393,(6:45) (Shotgun) 2-D.Lock pass short right to 11-J.Smith-Njigba to SEA 38 for 5 yards (94-C.Durden; 25-M.Jones).,SEA,NE,PASS,43,2,6,45,0,7,3,3,2,22,33,2,5,0,0,1,0,0,,0,,,,00-0035704,1,0,SR,00-0038543,,-3,00-0038653,00-0037253,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.496,00-0035704,0,5
7019,1153394,"(6:02) (Shotgun) PENALTY on SEA-88-A.Barner, False Start, 5 yards, enforced at SEA 38 - No Play.",SEA,NE,NOPL,23,2,6,2,0,7,3,3,3,17,38,2,0,0,0,1,0,0,,0,,,,,0,0,,,,,,,,,SEA,00-0039793,False Start,-5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.303,,0,
7019,1153395,(5:39) (Shotgun) 2-D.Lock pass deep middle to 11-J.Smith-Njigba to NE 46 for 21 yards (4-C.Woodson).,SEA,NE,PASS,45,2,5,39,0,7,3,3,3,22,33,2,21,1,0,1,0,0,,0,,,,00-0035704,1,0,DM,00-0038543,,21,00-0040716,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.102,00-0035704,1,5
7019,1153396,"(4:54) Direct snap to 88-A.Barner. 88-A.Barner up the middle to NE 45 for 1 yard (5-D.Jones; 91-E.Ponder). PENALTY on SEA-75-A.Bradford, Offensive Offside, 4 yards, enforced at NE 46 - No Play.",SEA,NE,NOPL,9,2,4,54,0,7,3,3,4,1,54,3,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,SEA,00-0039020,Offensive Offside,-4,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.068,,0,
7019,1153397,"(4:45) 4-M.Dickson punts 42 yards to NE 8, Center-41-C.Stoll, out of bounds.",SEA,NE,PUNT,6,2,4,45,0,7,3,3,4,5,50,3,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0034160,42,42,0,,0,0,,,,0,,,0,,0.083,,0,
7019,1153398,(4:39) 38-R.Stevenson left tackle to NE 12 for 4 yards (7-U.Nwosu).,NE,SEA,RUSH,37,2,4,39,7,0,3,3,1,10,8,1,4,0,0,0,0,0,00-0036875,0,LT,00-0034350,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.184,,0,5
7019,1153399,(4:02) (Shotgun) 10-D.Maye pass short middle to 85-H.Henry to NE 15 for 3 yards (7-U.Nwosu).,NE,SEA,PASS,44,2,4,2,7,0,3,3,2,6,12,1,3,0,0,1,0,0,,0,,,,00-0039851,1,0,SM,00-0033090,,-6,00-0034350,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.116,00-0039851,0,5
7019,1153400,(3:18) (Shotgun) 10-D.Maye pass short left to 1-A.Brown to NE 29 for 14 yards (28-N.Pritchett).,NE,SEA,PASS,33,2,3,18,7,0,3,3,3,3,15,1,14,1,1,1,0,0,,0,,,,00-0039851,1,0,SL,00-0035676,,7,00-0039795,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.572,00-0039851,0,5
7019,1153401,(2:45) 9-C.Kiner left tackle to NE 30 for 1 yard (13-E.Jones; 32-D.Thomas).,NE,SEA,RUSH,45,2,2,45,7,0,3,3,1,10,29,2,1,0,0,0,0,0,00-0040556,0,LT,00-0036994,00-0038922,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.497,,0,4
7019,1153402,(2:00) (Shotgun) 10-D.Maye scrambles left tackle ran ob at NE 46 for 16 yards (13-E.Jones).,NE,SEA,RUSH,8,2,2,0,7,0,3,3,2,9,30,2,16,1,1,1,0,0,00-0039851,0,LT,00-0036994,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,1.209,00-0039851,1,5
7019,1153403,(1:52) (Shotgun) 10-D.Maye pass incomplete deep right to 3-D.Douglas [32-D.Thomas].,NE,SEA,PASS,6,2,1,52,7,0,3,3,1,10,46,3,0,0,0,1,0,0,,0,,,,00-0039851,0,0,DR,00-0038621,,20,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.366,00-0039851,0,5
7019,1153404,(1:46) (Shotgun) 10-D.Maye pass short left to 38-R.Stevenson to SEA 49 for 5 yards (32-D.Thomas; 29-J.Jobe).,NE,SEA,PASS,43,2,1,46,7,0,3,3,2,10,46,3,5,1,0,1,0,0,,0,,,,00-0039851,1,0,SL,00-0036875,,-5,00-0038922,00-0037137,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0.149,00-0039851,1,5
7019,1153405,(1:03) (Shotgun) 38-R.Stevenson left guard to SEA 47 for 2 yards (13-E.Jones; 99-L.Williams).,NE,SEA,RUSH,6,2,1,3,7,0,3,3,3,5,51,3,2,0,0,1,0,0,00-0036875,0,LG,00-0036994,00-0031933,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-1.065,,0,5
7019,1153406,Timeout #1 by SEA at 00:57.,NA,NA,NOPL,0,2,0,57,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7019,1153407,"(:57) 19-M.Wishnowsky punts 40 yards to SEA 7, Center-47-J.Ashby, fair catch by 22-R.Shaheed.",NE,SEA,PUNT,7,2,0,57,7,0,3,2,4,3,53,3,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0034941,40,40,0,00-0037545,0,1,,,,0,,,0,,-0.579,,0,
7019,1153408,(:50) (Shotgun) 36-G.Holani right tackle to SEA 11 for 4 yards (4-C.Woodson).,SEA,NE,RUSH,5,2,0,50,0,7,2,3,1,10,7,1,4,0,0,1,0,0,00-0039299,0,RT,00-0040716,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.017,,0,5
7019,1153409,Timeout #1 by NE at 00:45.,NA,NA,NOPL,0,2,0,45,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
7019,1153410,(:45) 36-G.Holani right end to SEA 12 for 1 yard (7-C.Davis).,SEA,NE,RUSH,6,2,0,45,0,7,2,2,2,6,11,1,1,0,0,0,0,0,00-0039299,0,RE,00-0034778,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,-0.108,,0,5
7019,1153411,Timeout #2 by NE at 00:39.,NA,NA,NOPL,0,2,0,39,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,0,,0,
