gid,pid,detail,off,def,type,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,dot,ptck1,ptck2,sk1,sk2,ptm,pen,desc,pey,act,ints,iry,fum,frcv,fry,forc,fuml,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,td,td_type,epa
6450,1058168,"10-B.Mann kicks 65 yards from PHI 35 to end zone, Touchback to the GB 30.PENALTY on PHI-22-K.Ringo, Illegal Formation, 5 yards, enforced at GB 30.",GB,PHI,KOFF,0,1,15,0,0,0,3,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,PHI,00-0039140,Illegal Formation,5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,00-0036313,65,65,1,,0,0,,NA
6450,1058169,"(15:00) 8-J.Jacobs up the middle to GB 34 for -1 yards (19-J.Sweat, 93-M.Williams).",GB,PHI,RUSH,39,1,15,0,0,0,3,3,1,10,35,2,-1,0,0,0,0,0,00-0035700,0,RM,00-0034381,00-0036916,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058170,(14:21) (Shotgun) 10-J.Love pass short right to 9-C.Watson to GB 39 for 5 yards (2-D.Slay; 29-A.Maddox).,GB,PHI,PASS,42,1,14,21,0,0,3,3,2,11,34,2,5,0,0,1,0,0,,0,,,,00-0036264,1,0,SR,00-0038124,,4,00-0030062,00-0034377,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058171,"(13:39) (No Huddle, Shotgun) 10-J.Love pass short left to 87-R.Doubs pushed ob at PHI 42 for 19 yards (29-A.Maddox; 32-R.Blankenship).",GB,PHI,PASS,40,1,13,39,0,0,3,3,3,6,39,2,19,1,1,1,1,0,,0,,,,00-0036264,1,0,SL,00-0037816,,12,00-0034377,00-0037130,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058172,"(12:59) 8-J.Jacobs left guard to PHI 38 for 4 yards (53-Z.Baun, 27-Q.Mitchell).",GB,PHI,RUSH,42,1,12,59,0,0,3,3,1,10,58,3,4,0,0,0,0,0,00-0035700,0,LG,00-0036418,00-0039888,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058173,"(12:17) 8-J.Jacobs left tackle to PHI 38 for no gain (53-Z.Baun, 3-N.Smith).",GB,PHI,RUSH,16,1,12,17,0,0,3,3,2,6,62,4,0,0,0,0,0,0,00-0035700,0,LT,00-0036418,00-0039013,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058174,"(12:01) (No Huddle) 10-J.Love pass deep left to 11-J.Reed for 38 yards, TOUCHDOWN NULLIFIED by Penalty.Penalty on PHI, Defensive Too Many Men on Field, offsetting, enforced at PHI 38 - No Play.Penalty on GB, Offensive Too Many Men on Field, offsetting.",GB,PHI,NOPL,9,1,12,1,0,0,3,3,3,6,62,4,0,0,0,0,1,0,,0,,,,00-0036264,0,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058175,(11:52) (Shotgun) 10-J.Love pass incomplete deep left to 9-C.Watson.,GB,PHI,PASS,5,1,11,52,0,0,3,3,3,6,62,4,0,0,0,1,0,0,,0,,,,00-0036264,0,0,DL,00-0038124,,38,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058176,Timeout #1 by GB at 11:47.,NA,NA,NOPL,0,1,11,47,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058177,"(11:47) (Shotgun) PENALTY on GB-50-Z.Tom, False Start, 5 yards, enforced at PHI 38 - No Play.",GB,PHI,NOPL,0,1,11,47,0,0,2,3,4,6,62,4,0,0,0,1,0,0,,0,,,,,0,0,,,,,,,,,GB,00-0037817,False Start,-5,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058178,"(11:47) 19-D.Whelan punts 33 yards to PHI 10, Center-42-M.Orzech, out of bounds.",GB,PHI,PUNT,7,1,11,47,0,0,2,3,4,11,57,3,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,00-0037547,33,33,0,,0,0,,,,0,,,0,,NA
6450,1058179,(11:40) 26-S.Barkley left end to PHI 5 for -5 yards (45-Er.Wilson).,PHI,GB,RUSH,37,1,11,40,0,0,3,2,1,10,10,1,-5,0,0,0,0,0,00-0034844,0,LE,00-0033336,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058180,(11:03) (Shotgun) 1-J.Hurts pass incomplete deep left to 11-A.Brown.,PHI,GB,PASS,6,1,11,3,0,0,3,2,2,15,5,1,0,0,0,1,0,0,,0,,,,00-0036389,0,0,DL,00-0035676,,17,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058181,(10:57) (Shotgun) 1-J.Hurts pass deep middle intended for 6-D.Smith INTERCEPTED by 29-X.McKinney at PHI 36. 29-X.McKinney to PHI 19 for 17 yards (68-J.Mailata).,PHI,GB,PASS,11,1,10,57,0,0,3,2,3,15,5,1,0,0,0,1,0,0,,0,,,,00-0036389,0,0,DM,00-0036912,00-0036388,31,00-0034429,,,,,,,,,00-0036388,17,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058182,"(10:46) (Shotgun) 10-J.Love sacked at PHI 24 for -5 yards (53-Z.Baun).PENALTY on PHI-98-J.Carter, Unnecessary Roughness, 12 yards, enforced at PHI 24.",GB,PHI,PASS,27,1,10,46,0,0,2,3,1,10,81,5,-5,1,1,1,0,0,,0,,,,,0,0,,,,,,,00-0036418,,PHI,00-0038386,Unnecessary Roughness,12,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058183,(10:19) (Shotgun) 8-J.Jacobs right tackle to PHI 12 for no gain (8-C.Gardner-Johnson).,GB,PHI,RUSH,40,1,10,19,0,0,2,3,1,10,88,5,0,0,0,1,0,0,00-0035700,0,RT,00-0035253,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058184,"(9:39) 10-J.Love pass short right to 88-L.Musgrave to PHI 13 for -1 yards (8-C.Gardner-Johnson; 2-D.Slay).PENALTY on GB-63-R.Walker, Offensive Holding, 10 yards, enforced at PHI 12 - No Play.",GB,PHI,NOPL,22,1,9,39,0,0,2,3,2,10,88,5,0,0,0,0,0,0,,0,,,,00-0036264,0,0,,,,0,,,,,GB,00-0037196,Offensive Holding,-10,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058185,(9:17) (Shotgun) 10-J.Love pass incomplete short middle to 13-D.Wicks.,GB,PHI,PASS,4,1,9,17,0,0,2,3,2,20,78,4,0,0,0,1,0,0,,0,,,,00-0036264,0,0,SM,00-0038393,,8,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058186,(9:13) (Shotgun) 10-J.Love pass short left to 8-J.Jacobs to PHI 13 for 9 yards (29-A.Maddox; 59-T.Booker).,GB,PHI,PASS,43,1,9,13,0,0,2,3,3,20,78,4,9,1,0,1,0,0,,0,,,,00-0036264,1,0,SL,00-0035700,,-5,00-0034377,00-0037262,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058187,"(8:30) 44-B.Narveson 31 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",GB,PHI,FGXP,4,1,8,30,0,0,2,3,4,11,87,5,0,1,0,0,0,3,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,FG,00-0039649,31,1,,,,0,,,0,,,,0,,,0,,NA
6450,1058188,"44-B.Narveson kicks 61 yards from GB 35 to PHI 4. 14-K.Gainwell MUFFS catch, and recovers at PHI 7. 14-K.Gainwell to PHI 16 for 9 yards (56-E.Cooper).",PHI,GB,KOFF,5,1,8,26,0,3,3,2,0,0,65,4,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0039649,61,52,0,00-0036919,9,0,,NA
6450,1058189,(8:21) 26-S.Barkley right guard to PHI 19 for 3 yards (93-T.Slaton).,PHI,GB,RUSH,35,1,8,21,0,3,3,2,1,10,16,1,3,0,0,0,0,0,00-0034844,0,RG,00-0036642,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058190,(7:46) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to PHI 20 for 1 yard (20-J.Bullard).,PHI,GB,PASS,35,1,7,46,0,3,3,2,2,7,19,1,1,0,0,1,0,0,,0,,,,00-0036389,1,0,SL,00-0034351,,-3,00-0039867,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058191,"(7:11) (No Huddle, Shotgun) 1-J.Hurts FUMBLES (Aborted) at PHI 15, touched at PHI 14, RECOVERED by GB-95-D.Wyatt at PHI 13.",PHI,GB,RUSH,5,1,7,11,0,3,3,2,3,6,20,2,0,0,0,1,1,0,00-0036389,0,,,,,0,0,,,,,,,,,,,,,,,,00-0036389,00-0037075,0,,1,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058192,"(7:06) 8-J.Jacobs right end to PHI 5 for 8 yards (2-D.Slay).PENALTY on GB-85-T.Kraft, Offensive Holding, 10 yards, enforced at PHI 13 - No Play.",GB,PHI,NOPL,23,1,7,6,3,0,2,3,1,10,87,5,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,GB,00-0038996,Offensive Holding,-10,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058193,(6:43) (Shotgun) 10-J.Love pass short right to 11-J.Reed to PHI 14 for 9 yards (32-R.Blankenship; 53-Z.Baun).,GB,PHI,PASS,45,1,6,43,3,0,2,3,1,20,77,4,9,1,0,1,0,0,,0,,,,00-0036264,1,0,SR,00-0039146,,-4,00-0037130,00-0036418,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058194,(5:58) (Shotgun) 10-J.Love pass short right to 87-R.Doubs to PHI 4 for 10 yards (2-D.Slay).,GB,PHI,PASS,31,1,5,58,3,0,2,3,2,11,86,5,10,1,0,1,0,0,,0,,,,00-0036264,1,0,SR,00-0037816,,7,00-0030062,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058195,(5:27) 8-J.Jacobs up the middle to PHI 5 for -1 yards (17-N.Dean; 55-B.Graham).,GB,PHI,RUSH,43,1,5,27,3,0,2,3,3,1,96,5,-1,0,0,0,0,0,00-0035700,0,RM,00-0037615,00-0027865,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058196,(4:44) 8-J.Jacobs right tackle to PHI 3 for 2 yards (8-C.Gardner-Johnson; 53-Z.Baun).,GB,PHI,RUSH,46,1,4,44,3,0,2,3,4,2,95,5,2,1,1,0,0,0,00-0035700,0,RT,00-0035253,00-0036418,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058197,Timeout #2 by GB at 03:58.,NA,NA,NOPL,0,1,3,58,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058198,"(3:58) (Shotgun) 10-J.Love pass incomplete short left to 9-C.Watson (32-R.Blankenship).PENALTY on GB-87-R.Doubs, Offensive Pass Interference, 10 yards, enforced at PHI 3 - No Play.",GB,PHI,NOPL,5,1,3,58,3,0,1,3,1,3,97,5,0,0,0,1,0,0,,0,,,,00-0036264,0,0,,,,0,,,,,GB,00-0037816,Offensive Pass Interference,-10,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058199,"(3:53) (Shotgun) 10-J.Love pass short right to 85-T.Kraft pushed ob at PHI 5 for 8 yards (8-C.Gardner-Johnson, 98-J.Carter).",GB,PHI,PASS,38,1,3,53,3,0,1,3,1,13,87,5,8,1,0,1,0,0,,0,,,,00-0036264,1,0,SR,00-0038996,,1,00-0035253,00-0038386,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058200,(3:15) 10-J.Love pass incomplete short right [19-J.Sweat].,GB,PHI,PASS,6,1,3,15,3,0,1,3,2,5,95,5,0,0,0,0,0,0,,0,,,,00-0036264,0,0,SR,,,5,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058201,(3:09) (Shotgun) 10-J.Love pass incomplete short right to 9-C.Watson.,GB,PHI,PASS,5,1,3,9,3,0,1,3,3,5,95,5,0,0,0,1,0,0,,0,,,,00-0036264,0,0,SR,00-0038124,,5,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058202,"(3:04) 44-B.Narveson 23 yard field goal is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.",GB,PHI,FGXP,3,1,3,4,3,0,1,3,4,5,95,5,0,1,0,0,0,3,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,FG,00-0039649,23,1,,,,0,,,0,,,,0,,,0,,NA
6450,1058203,"44-B.Narveson kicks 65 yards from GB 35 to end zone, Touchback to the PHI 30.",PHI,GB,KOFF,0,1,3,1,0,6,3,1,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0039649,65,65,1,,0,0,,NA
6450,1058204,(3:01) (Shotgun) 1-J.Hurts pass short right to 88-D.Goedert to PHI 34 for 4 yards (23-J.Alexander).,PHI,GB,PASS,38,1,3,1,0,6,3,1,1,10,30,2,4,0,0,1,0,0,,0,,,,00-0036389,1,0,SR,00-0034351,,3,00-0034728,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058205,(2:23) (Shotgun) 26-S.Barkley left tackle to PHI 39 for 5 yards (7-Q.Walker).,PHI,GB,RUSH,43,1,2,23,0,6,3,1,2,6,34,2,5,1,0,1,0,0,00-0034844,0,LT,00-0037074,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058206,"(1:40) (Shotgun) 1-J.Hurts pass short left to 11-A.Brown to PHI 47 for 8 yards (23-J.Alexander).Penalty on GB-97-K.Clark, Defensive Offside, declined.",PHI,GB,PASS,19,1,1,40,0,6,3,1,3,1,39,2,8,1,1,1,0,0,,0,,,,00-0036389,1,0,SL,00-0035676,,6,00-0034728,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058207,(1:21) (Shotgun) 1-J.Hurts right end pushed ob at PHI 49 for 2 yards (25-K.Nixon).,PHI,GB,RUSH,41,1,1,21,0,6,3,1,1,10,47,3,2,0,0,1,0,0,00-0036389,0,RE,00-0035133,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058208,(:40) (Shotgun) 1-J.Hurts pass short right to 6-D.Smith to GB 43 for 8 yards (94-K.Brooks; 7-Q.Walker).,PHI,GB,PASS,34,1,0,40,0,6,3,1,2,8,49,3,8,1,1,1,0,0,,0,,,,00-0036389,1,0,SR,00-0036912,,3,00-0038398,00-0037074,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058209,"(:06) (No Huddle, Shotgun) 1-J.Hurts pass short left to 6-D.Smith pushed ob at GB 34 for 9 yards (25-K.Nixon).",PHI,GB,PASS,6,1,0,6,0,6,3,1,1,10,57,3,9,1,0,1,1,0,,0,,,,00-0036389,1,0,SL,00-0036912,,-2,00-0035133,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058210,(15:00) (Shotgun) 1-J.Hurts pass incomplete short right.,PHI,GB,PASS,6,2,15,0,0,6,3,1,2,1,66,4,0,0,0,1,0,0,,0,,,,00-0036389,0,0,SR,,,4,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058211,(14:54) (No Huddle) 1-J.Hurts up the middle to GB 34 for no gain (7-Q.Walker).,PHI,GB,RUSH,33,2,14,54,0,6,3,1,3,1,66,4,0,0,0,0,1,0,00-0036389,0,RM,00-0037074,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058212,"(14:21) (No Huddle) PENALTY on GB-93-T.Slaton, Encroachment, 6 yards, enforced at GB 34 - No Play.",PHI,GB,NOPL,13,2,14,21,0,6,3,1,4,1,66,4,0,1,1,0,1,0,,0,,,,,0,0,,,,,,,,,GB,00-0036642,Encroachment,6,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058213,(14:08) (Shotgun) 26-S.Barkley up the middle to GB 17 for 11 yards (29-X.McKinney).,PHI,GB,RUSH,41,2,14,8,0,6,3,1,1,10,72,4,11,1,1,1,0,0,00-0034844,0,RM,00-0036388,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058214,"(13:27) 26-S.Barkley up the middle to GB 18 for -1 yards (45-Er.Wilson, 93-T.Slaton).",PHI,GB,RUSH,44,2,13,27,0,6,3,1,1,10,83,5,-1,0,0,0,0,0,00-0034844,0,RM,00-0033336,00-0036642,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058215,"(12:43) (Shotgun) 1-J.Hurts pass deep left to 26-S.Barkley for 18 yards, TOUCHDOWN.",PHI,GB,PASS,5,2,12,43,0,6,3,1,2,11,82,5,18,1,1,1,0,6,,0,,,,00-0036389,1,0,DL,00-0034844,,18,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,REC,NA
6450,1058216,"4-J.Elliott extra point is GOOD, Center-49-R.Lovato, Holder-10-B.Mann.",PHI,GB,FGXP,0,2,12,38,6,6,3,1,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0033787,33,1,,,,0,,,0,,,,0,,,0,,NA
6450,1058217,"10-B.Mann kicks 65 yards from PHI 35 to end zone, Touchback to the GB 30.",GB,PHI,KOFF,0,2,12,38,6,7,1,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0036313,65,65,1,,0,0,,NA
6450,1058218,(12:38) 10-J.Love pass incomplete deep middle to 13-D.Wicks.,GB,PHI,PASS,5,2,12,38,6,7,1,3,1,10,30,2,0,0,0,0,0,0,,0,,,,00-0036264,0,0,DM,00-0038393,,20,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058219,(12:33) (Shotgun) 31-Em.Wilson left tackle to GB 44 for 14 yards (32-R.Blankenship).,GB,PHI,RUSH,36,2,12,33,6,7,1,3,2,10,30,2,14,1,1,1,0,0,00-0038797,0,LT,00-0037130,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058220,(11:57) (Shotgun) 31-Em.Wilson left end to GB 49 for 5 yards (53-Z.Baun).,GB,PHI,RUSH,44,2,11,57,6,7,1,3,1,10,44,3,5,1,0,1,0,0,00-0038797,0,LE,00-0036418,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058221,(11:13) (Shotgun) 31-Em.Wilson up the middle to PHI 33 for 18 yards (53-Z.Baun).,GB,PHI,RUSH,49,2,11,13,6,7,1,3,2,5,49,3,18,1,1,1,0,0,00-0038797,0,RM,00-0036418,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058222,Timeout #3 by GB at 10:24.,NA,NA,NOPL,0,2,10,24,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058223,"(10:24) (Shotgun) 11-J.Reed right end for 33 yards, TOUCHDOWN.",GB,PHI,RUSH,8,2,10,24,6,7,0,3,1,10,67,4,33,1,1,1,0,6,00-0039146,0,RE,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,NA
6450,1058224,"44-B.Narveson extra point is GOOD, Center-42-M.Orzech, Holder-19-D.Whelan.PENALTY on PHI-98-J.Carter, Defensive Offside, 1 yard, enforced at PHI 15 - No Play.",GB,PHI,NOPL,0,2,10,16,12,7,0,3,0,0,85,5,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,PHI,00-0038386,Defensive Offside,1,NA,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058225,77-J.Morgan reported in as eligible. TWO-POINT CONVERSION ATTEMPT. 8-J.Jacobs rushes left tackle. ATTEMPT FAILS.,GB,PHI,CONV,0,2,10,16,12,7,0,3,0,0,99,5,0,0,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058226,"44-B.Narveson kicks 65 yards from GB 35 to end zone, Touchback to the PHI 30.",PHI,GB,KOFF,0,2,10,16,7,12,3,0,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0039649,65,65,1,,0,0,,NA
6450,1058227,"(10:16) (Shotgun) 26-S.Barkley left tackle to PHI 32 for 2 yards (94-K.Brooks, 58-I.McDuffie).",PHI,GB,RUSH,43,2,10,16,7,12,3,0,1,10,30,2,2,0,0,1,0,0,00-0034844,0,LT,00-0038398,00-0036658,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058228,(9:33) (Shotgun) 1-J.Hurts pass incomplete deep right [52-R.Gary].,PHI,GB,PASS,7,2,9,33,7,12,3,0,2,8,32,2,0,0,0,1,0,0,,0,,,,00-0036389,0,0,DR,,,18,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058229,"(9:26) (No Huddle, Shotgun) 1-J.Hurts pass short left to 11-A.Brown ran ob at GB 48 for 20 yards (29-X.McKinney) [25-K.Nixon].",PHI,GB,PASS,39,2,9,26,7,12,3,0,3,8,32,2,20,1,1,1,1,0,,0,,,,00-0036389,1,0,SL,00-0035676,,4,00-0036388,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058230,"(8:47) (No Huddle, Shotgun) 1-J.Hurts right end to GB 47 for 1 yard (7-Q.Walker).",PHI,GB,RUSH,43,2,8,47,7,12,3,0,1,10,52,3,1,0,0,1,1,0,00-0036389,0,RE,00-0037074,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058231,(8:04) (Shotgun) 1-J.Hurts pass short left to 6-D.Smith to GB 22 for 25 yards (20-J.Bullard).,PHI,GB,PASS,45,2,8,4,7,12,3,0,2,9,53,3,25,1,1,1,0,0,,0,,,,00-0036389,1,0,SL,00-0036912,,13,00-0039867,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058232,(7:19) (Shotgun) 1-J.Hurts pass short left to 26-S.Barkley pushed ob at GB 17 for 5 yards (7-Q.Walker).,PHI,GB,PASS,39,2,7,19,7,12,3,0,1,10,78,4,5,1,0,1,0,0,,0,,,,00-0036389,1,0,SL,00-0034844,,2,00-0037074,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058233,"(6:40) (Shotgun) 1-J.Hurts right guard to GB 13 for 4 yards (56-E.Cooper, 93-T.Slaton).",PHI,GB,RUSH,32,2,6,40,7,12,3,0,2,5,83,5,4,1,0,1,0,0,00-0036389,0,RG,00-0039850,00-0036642,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058234,(6:08) 1-J.Hurts up the middle to GB 11 for 2 yards (7-Q.Walker).,PHI,GB,RUSH,30,2,6,8,7,12,3,0,3,1,87,5,2,1,1,0,0,0,00-0036389,0,RM,00-0037074,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058235,"(5:38) (No Huddle, Shotgun) 26-S.Barkley right guard for 11 yards, TOUCHDOWN.",PHI,GB,RUSH,4,2,5,38,7,12,3,0,1,10,89,5,11,1,1,1,1,6,00-0034844,0,RG,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,RUSH,NA
6450,1058236,"4-J.Elliott extra point is GOOD, Center-49-R.Lovato, Holder-10-B.Mann.",PHI,GB,FGXP,0,2,5,34,13,12,3,0,0,0,85,5,0,1,0,0,0,1,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,XP,00-0033787,33,1,,,,0,,,0,,,,0,,,0,,NA
6450,1058237,"10-B.Mann kicks 65 yards from PHI 35 to end zone, Touchback to the GB 30.",GB,PHI,KOFF,0,2,5,34,12,14,0,3,0,0,65,4,0,1,0,0,0,0,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,00-0036313,65,65,1,,0,0,,NA
6450,1058238,(5:34) (Shotgun) 10-J.Love pass incomplete short right to 8-J.Jacobs.,GB,PHI,PASS,5,2,5,34,12,14,0,3,1,10,30,2,0,0,0,1,0,0,,0,,,,00-0036264,0,0,SR,00-0035700,,-2,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058239,(5:29) (Shotgun) 10-J.Love pass incomplete deep left to 88-L.Musgrave (27-Q.Mitchell).,GB,PHI,PASS,7,2,5,29,12,14,0,3,2,10,30,2,0,0,0,1,0,0,,0,,,,00-0036264,0,0,DL,00-0039144,00-0039888,20,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,0,,NA
6450,1058240,"(5:22) (Shotgun) 10-J.Love pass deep right to 11-J.Reed for 70 yards, TOUCHDOWN.",GB,PHI,PASS,11,2,5,22,12,14,0,3,3,10,30,2,70,1,1,1,0,6,,0,,,,00-0036264,1,0,DR,00-0039146,,31,,,,,,,,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,0,,,1,REC,NA
